name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Teddy Roosevelt Terrier,Canis lupus familiaris,Omnivore,Diurnal+,4 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 5 states/provinces
Telescope Fish,Carassius auratus,Omnivore,Diurnal+,2 years,0.3 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Found in 1 country
Ten-Lined June Beetle,Polyphylla decemlineata,Herbivore,Nocturnal+,2.5 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Polyphylla,decemlineata,Found in 13 states/provinces
Tennessee Walking Horse,Equus ferus caballus,Herbivore,Diurnal+,18 years,560 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Found in 1 state/province
Tenrec,Tenrecidae,Omnivore,Nocturnal+,4 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,,,Found in 1 country
Tent Caterpillar,Malacosoma,Folivore,Diurnal+,12 years,0.002 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,,Found in 41 countries
Tentacled Snake,Erpeton tentaculatum,Piscivore,Nocturnal+,5 years,,,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,tentaculatum,Found in 4 countries
Tenterfield Terrier,Canis lupus familiaris,Omnivore,Diurnal+,4 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Termite,Isoptera,Detritivore,Cathemeral+,1 years,0.01 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Isoptera,,,,Found in 81 countries
Terrier,Canis lupus familiaris,Omnivore,Diurnal+,6 years,29 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Terror Bird,Phorusrhacidae,Carnivore,Diurnal+,250 lbs,,,Animalia,Chordata,Aves,Cariamiformes,Phorusrhacidae,,,Found in 11 countries
Tetra,Characidae,Omnivore,Diurnal+,4 years,0.05 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,,,Found in 19 countries
Texas Blind Snake,Rena dulcis,Myrmecophage,Nocturnal+,,,,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Rena,dulcis,Found in 5 locations
Texas Brown Tarantula,Aphonopelma hentzi,Insectivore,Nocturnal+,20 years,0.04 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,Aphonopelma hentzi,Found in 5 states/provinces
Texas Coral Snake,Micrurus tener,Carnivore,Nocturnal+,7 years,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,Micrurus tener,Found in 6 locations
Texas Garter Snake,Thamnophis sirtalis annectens,Carnivore,Diurnal+,3 years,0.25 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Found in 3 states/provinces
Texas Heeler,Canis lupus familiaris,Omnivore,Diurnal+,13 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Texas Indigo Snake,Drymarchon melanurus erebennus,Carnivore,Diurnal+,10 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,melanurus,Found in 3 states/provinces
Texas Night Snake,Hypsiglena jani,Carnivore,Nocturnal+,5 years,0.08 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,jani,Found in 4 states/provinces
Texas Rat Snake,Pantherophis obsoletus lindheimeri,Carnivore,Diurnal+,12 years,2.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis obsoletus,Found in 4 states/provinces
Texas Spiny Lizard,Sceloporus olivaceus,Insectivore,Diurnal+,5 years,0.03 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus olivaceus,Found in 5 locations
Thai Ridgeback,Canis lupus familiaris,Omnivore,Diurnal+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Thalassomedon,Thalassomedon,Carnivore,Cathemeral+,4000 lbs,,,Animalia,Chordata,Reptilia,Plesiosauria,Polycotylidae,Thalassomedon,,Found in 1 country
Thanatosdrakon,Thanatosdrakon amaru,Carnivore,Diurnal+,250 lbs,,,Animalia,Chordata,Reptilia,Pterosauria,Azhdarchidae,Thanatosdrakon,amaru,Found in 1 country
Therizinosaurus,Therizinosaurus,Herbivore,Diurnal+,5000 lbs,,,Animalia,Chordata,Reptilia,Saurischia,Therizinosauridae,Therizinosaurus,,Found in 1 country
Theropod,Theropoda,Diurnal+,Diurnal+,10000 lbs,,,Animalia,Chordata,Reptilia,Theropoda,,,,Found in 29 countries
Thornback Ray,Raja clavata,Carnivore,Nocturnal+,11 years,12 lbs,Near Threatened,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,Found in 27 countries
Thorny Devil,Moloch horridus,Myrmecophage,Diurnal+,15 years,0.1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Agamidae,Moloch,Moloch horridus,Found in 1 country
"Thresher Shark: Species, Facts, Habitat, and Conservation Guide",Alopias,Piscivore,Cathemeral+,20 years,500 lbs,Not Evaluated,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,,
Thrush,Turdidae,Omnivore,Diurnal+,6 years,0.2 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Turdidae,,,Found in 68 countries
Thylacoleo,Thylacoleo,Carnivore,Nocturnal+,12 years,160 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Diprotodontia,Thylacoleonidae,Thylacoleo,,Found in 1 country
Thylacoleo carnifex,Thylacoleo carnifex,Carnivore,Nocturnal+,12 years,160 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Diprotodontia,Thylacoleonidae,Thylacoleo,carnifex,Found in 1 country
Thylacosmilus,Thylacosmilus,Carnivore,Crepuscular+,10 years,130 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Sparassodonta,Thylacosmilidae,Thylacosmilus,,Found in 2 countries
Tibetan Fox,Vulpes ferrilata,Carnivore,Diurnal+,8 years,5.5 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes ferrilata,Found in 4 countries
Tibetan Mastiff,Canis lupus familiaris,Omnivore,Nocturnal+,4 years,68 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 4 countries
Tibetan Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,13 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Tibetan Terrier,Canis lupus familiaris,Omnivore,Diurnal+,15.5 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Tick,Ixodida,Sanguivore,Diurnal+,3 years,0.001 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Ixodida,,,,
Tiffany,Felis catus,Carnivore,Crepuscular+,12 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Tiger,Panthera tigris,Carnivore,Cathemeral+,12 years,310 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,Found in 28 countries
Tiger Beetle,Cicindelidae,Insectivore,Diurnal+,2 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Cicindelidae,,,Found in 37 countries
Tiger Moth,Arctiinae,Herbivore,Nocturnal+,0.5 years,0.0015 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,,,Found in 31 countries
Tiger Muskellunge (Muskie),Esox masquinongy × Esox lucius,Piscivore,Crepuscular+,10 years,18 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy × lucius,Found in 8 states/provinces
Tiger Rattlesnake,Crotalus tigris,Carnivore,Nocturnal+,10 years,0.8 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,tigris,Found in 2 states/provinces
Tiger Salamander,Ambystoma tigrinum,Carnivore,Nocturnal+,12 years,0.25 lbs,Least Concern,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma tigrinum,Found in 18 states/provinces
Tiger Shark,Galeocerdo cuvier,Carnivore,Cathemeral+,27 years,635 lbs,Near Threatened,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier,Found in 20 locations
Tiger snake,Notechis scutatus,Carnivore,Diurnal+,12 years,2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,scutatus,Found in 1 country
Tiger Swallowtail,Papilio glaucus,Herbivore,Diurnal+,10 years,0.0012 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,glaucus,Found in 40 states/provinces
Tiger Swallowtail Caterpillar,Papilio glaucus,Folivore,Nocturnal+,28 years,0.0035 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio glaucus,Found in 41 states/provinces
Tiger Trout,Salmo trutta × Salvelinus fontinalis,Carnivore,Crepuscular+,6 years,5.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,,
Tiktaalik,Tiktaalik roseae,Carnivore,Cathemeral,,,,Animalia,Chordata,Sarcopterygii,Elpistostegalia,Tiktaalikidae,Tiktaalik,Tiktaalik roseae,Found in 1 state/province
Timber Rattlesnake (Canebrake Rattlesnake),Crotalus horridus,Carnivore,Diurnal+,16 years,2.2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus horridus,Found in 35 states/provinces
Timor python,Malayopython timoriensis,Carnivore,Nocturnal+,12 years,8 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Malayopython,timoriensis,Found in 2 countries
Tire Track Eel,Mastacembelus armatus,Carnivore,Nocturnal+,12 years,2.5 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,armatus,Found in 7 countries
Titan Beetle,Titanus giganteus,Detritivore,Nocturnal,1.5 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Titanus,giganteus,Found in 8 countries
Titanoboa,Titanoboa cerrejonensis,Piscivore,Crepuscular+,1135 lbs,,,Animalia,Chordata,Reptilia,Squamata,Boidae,Titanoboa,cerrejonensis,Found in 1 country
Titanosaur,Titanosauria,Herbivore,Cathemeral+,60 years,70000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Titanosauria,,,,Found in 42 countries
Toadfish,Batrachoididae,Carnivore,Nocturnal+,7 years,3 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,,,Found in 24 countries
Tokay Gecko,Gekko gecko,Carnivore,Nocturnal+,7 years,0.4 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,Found in 12 countries
Tomato Hornworm,Manduca quinquemaculata,Herbivore,Nocturnal+,60 years,0.02 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,quinquemaculata,Found in 17 locations
Torkie,Canis lupus familiaris,Omnivore,Diurnal+,13 years,5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Tornjak,Canis lupus familiaris,Omnivore,Cathemeral+,6 years,50 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 2 countries
Tortoise,Testudinidae,Herbivore,Diurnal+,60 years,300 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Testudines,Testudinidae,,,Found in 97 countries
Tosa,Canis lupus familiaris,Omnivore,Diurnal+,10 years,90 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Toucan,Ramphastidae,Omnivore,Diurnal+,15 years,0.86 lbs,Not Evaluated,Animalia,Chordata,Aves,Piciformes,Ramphastidae,,,Found in 19 countries
Towhee,Pipilo,Omnivore,Diurnal+,4 years,0.06 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,,Found in 4 countries
Toxodon,Toxodon,Herbivore,Cathemeral+,28 years,2500 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Notoungulata,Toxodontidae,Toxodon,,Found in 5 countries
Toy Fox Terrier,Canis lupus familiaris,Omnivore,Diurnal+,4 years,3.2 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Toy Poodle,Canis lupus familiaris,Omnivore,Diurnal+,14 years,4 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Transylvanian Hound,Canis lupus familiaris,Omnivore,Diurnal+,4 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 2 countries
Trapdoor spider,,Insectivore,Nocturnal+,10 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,,,,Found in 22 countries
Tree Cricket,Oecanthus (genus),Omnivore,Nocturnal+,12 years,0.0015 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Oecanthus,,Found in 22 countries
Tree Frog,,Insectivore,Nocturnal+,5 years,0.2 lbs,Not Evaluated,Animalia,Chordata,Amphibia,Anura,,,,Found in 32 countries
Tree Kangaroo,Dendrolagus,Herbivore,Nocturnal+,12 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,,Found in 3 countries
Tree Snake,Boiga irregularis,Carnivore,Nocturnal+,8 years,1.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,Boiga irregularis,Found in 4 countries
Tree swallow,Tachycineta bicolor,Insectivore,Diurnal+,2.7 years,0.025 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,Found in 74 locations
Tree Viper (Bamboo Viper),Atheris,Carnivore,Nocturnal+,9 years,0.8 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Viperidae,Atheris,,Found in 15 countries
Treecreeper,Certhiidae,Insectivore,Diurnal+,4 years,0.018 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Certhiidae,,,Found in 51 countries
Treehopper,Membracidae,Herbivore,Diurnal+,4 years,0.001 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,,,Found in 26 countries
Treeing Tennessee Brindle,Canis lupus familiaris,Omnivore,Diurnal+,11 years,23 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Treeing Walker Coonhound,Canis lupus familiaris,Omnivore,Crepuscular+,5 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 3 states/provinces
Triggerfish,Balistidae,Omnivore,Diurnal+,12 years,10 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,,Found in 41 countries
Troodon,Troodon,Omnivore,Nocturnal+,12 years,80 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Troodontidae,Troodon,,Found in 2 countries
Tropicbird,Phaethontidae,Piscivore,Diurnal+,15 years,0.78 lbs,Not Evaluated,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,,,Found in 26 countries
Trout,,Carnivore,Diurnal+,8 years,46.3 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,,Found in 47 countries
Tsetse Fly,Glossina,Sanguivore,Diurnal+,2 years,4.5E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,,Found in 36 countries
Tuatara,Sphenodon punctatus,Carnivore,Nocturnal+,60 years,1.3 lbs,Least Concern,Animalia,Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punc­tatus,Found in 1 country
Tufted Coquette,Lophornis ornatus,Nectarivore,Diurnal+,3.5 years,0.003 lbs,Least Concern,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,Lophornis ornatus,Found in 7 countries
Tufted Titmouse,Baeolophus bicolor,Omnivore,Diurnal,2 years,0.026 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,bicolor,Found in 35 states/provinces
Tully Monster,Tullimonstrum gregarium,Carnivore,Cathemeral,,,,Animalia,Chordata,Uncertain placement (debated),Tullimonstrum,gregarium,,,Found in 1 state/province
Tuna,Scombridae (tunas and mackerels),Piscivore,Diurnal+,10 years,700 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,,,
Tundra Swan,Cygnus columbianus,Omnivore,Diurnal+,15 years,9.1 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Found in 31 locations
Turaco,Musophagidae,Omnivore,Diurnal+,12 years,1.3 lbs,Not Evaluated,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,,,Found in 32 countries
Turkey,Meleagris gallopavo,Omnivore,Diurnal+,3 years,11 lbs,Least Concern,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Found in 43 locations
Turkey Vulture,Cathartes aura,Scavenger,Diurnal+,10 years,2 lbs,Least Concern,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,C. aura,Found in 49 locations
Turkish Angora,Felis catus,Carnivore,Crepuscular+,15 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,Found in 1 country
Turnspit,Canis lupus familiaris,Omnivore,Diurnal+,12 years,13 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Turtle Frog,Myobatrachus gouldii,Insectivore,Nocturnal+,0.015 lbs,,,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Myobatrachus,Myobatrachus gouldii,Found in 1 country
Turtles,Testudines,Omnivore,Diurnal+,50 years,900 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Testudines,,,,Found in 73 countries
Tusoteuthis,Architeuthis dux,Carnivore,Nocturnal,4 years,275 lbs,Data Deficient,Animalia,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis,Architeuthis dux,
Tussock Moth,Lymantriidae (trad.) / Lymantriinae (modern placement within Erebidae),Folivore,Nocturnal+,12 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Lymantriidae,,,Found in 18 countries
Tussock Moth Caterpillar,Erebidae,Herbivore,Nocturnal+,365 years,0.01 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,Found in 33 countries
Twig Snake,Thelotornis capensis,Carnivore,Diurnal,8 years,0.25 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thelotornis,capensis,Found in 11 countries
Tylosaurus,Tylosaurus,Carnivore,Cathemeral+,20 years,10000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Mosasauridae,Tylosaurus,,Found in 5 countries
Tyrannosaurus Rex,Tyrannosaurus rex,Carnivore,Cathemeral,28 years,9500 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Tyrannosauridae,Tyrannosaurus,rex,Found in 6 states/provinces
