name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Salmon,Salmonidae,Carnivore,Diurnal+,6 years,61.4 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,,Found in 43 countries
Salmon Shark,Lamna ditropis,Piscivore,Cathemeral,18 years,220 lbs,Least Concern,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Lamna,ditropis,Found in 9 locations
Saluki,Canis lupus familiaris,Omnivore,Crepuscular+,4 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 11 countries
Sambar,Rusa unicolor,Herbivore,Crepuscular+,15 years,350 lbs,Vulnerable,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor,Found in 14 countries
Samoyed,Canis lupus familiaris,Omnivore,Diurnal+,4 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
San Francisco Garter Snake,Thamnophis sirtalis tetrataenia,Carnivore,Diurnal+,4 years,0.25 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis,Found in 1 state/province
Sand Cat,Felis margarita,Carnivore,Nocturnal+,8 years,3.4 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,margarita,Found in 22 countries
Sand Crab,Hippidae,,Cathemeral+,2 years,0.01 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,,,Found in 38 countries
Sand Dollar,Clypeasteroida,Detritivore,Cathemeral+,8 years,1.5 lbs,Not Evaluated,Animalia,Echinodermata,Echinoidea,Clypeasteroida,,,,Found in 32 countries
Sand Lizard,Lacerta agilis,Insectivore,Diurnal+,6 years,0.03 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,agilis,Found in 45 countries
Sand Tiger Shark,Carcharias taurus,Carnivore,Nocturnal+,30 years,159 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,Carcharias,Carcharias taurus,Found in 67 locations
Sand Viper,Cerastes cerastes,Carnivore,Nocturnal+,7 years,0.35 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cerastes,Cerastes cerastes,Found in 13 countries
Sandhill Crane,Antigone canadensis,Omnivore,Diurnal+,20 years,6.6 lbs,Least Concern,Animalia,Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone canadensis,Found in 64 locations
Sandpiper,Scolopacidae,Omnivore,Diurnal+,10 years,1.3 lbs,Not Evaluated,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,,,Found in 64 countries
Sandworm,,Nocturnal+,Nocturnal+,1 lbs,,,Animalia,Annelida,Polychaeta,,,,,
Saola,Pseudoryx nghetinhensis,Folivore,Diurnal+,12 years,100 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudoryx,Pseudoryx nghetinhensis,Found in 2 countries
Sapsali,Canis lupus familiaris,Omnivore,Diurnal+,12 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Sarcosuchus,Sarcosuchus,Piscivore,Cathemeral+,8000 lbs,,,Animalia,Chordata,Reptilia,Crocodyliformes,Pholidosauridae,Sarcosuchus,,Found in 2 countries
Sardines,Clupeidae,,Diurnal+,6 years,0.25 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,,Found in 104 countries
Sarkastodon,Sarkastodon,Carnivore,Crepuscular+,15 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Oxyaenodonta,Oxyaenidae,Sarkastodon,,Found in 2 countries
Sarplaninac,Canis lupus familiaris,Omnivore,Cathemeral+,12 years,100 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 3 countries
Sarus Crane,Antigone antigone,Omnivore,Diurnal+,20 years,8.5 lbs,Vulnerable,Animalia,Chordata,Aves,Gruiformes,Gruidae,Antigone,antigone,Found in 10 countries
Satanic Leaf-Tailed Gecko,Uroplatus phantasticus,Insectivore,Nocturnal+,4 years,0.006 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,phantasticus,Found in 1 country
Saturniidae Moth,Saturniidae,Folivore,Nocturnal+,10 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,,,Found in 44 countries
Sauropoda,Sauropoda,Herbivore,Cathemeral+,50 years,70000 lbs,Extinct,Animalia,Chordata,Reptilia,Sauropoda,,,,Found in 34 countries
Savanna Goat,Capra aegagrus hircus,Herbivore,Diurnal+,7 years,120 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,Found in 1 country
Savannah Monitor,Varanus exanthematicus,Insectivore,Diurnal+,7 years,6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,Found in 18 countries
Savannah Sparrow,Passerculus sandwichensis,Omnivore,Diurnal+,2 years,0.03 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,Passerculus sandwichensis,Found in 59 locations
Savu Python,Malayopython reticulatus,Carnivore,Nocturnal+,15 years,100 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Malayopython,Malayopython reticulatus,Found in 12 countries
Saw-scaled Viper,Echis carinatus,Carnivore,Nocturnal+,8 years,0.25 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,carinatus,Found in 3 countries
Sawfish,Pristidae,Carnivore,Nocturnal+,45 years,600 lbs,Critically Endangered,Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,,,Found in 61 countries
Scale-Crested Pygmy Tyrant,Lophotriccus pileatus,Insectivore,Diurnal,3.5 years,0.005 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Lophotriccus,Lophotriccus pileatus,Found in 3 countries
Scaleless Ball Python,Python regius,Carnivore,Nocturnal+,12 years,3.5 lbs,Near Threatened,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,Found in 16 countries
Scallops,Pectinidae,,Cathemeral+,5 years,2 lbs,Not Evaluated,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,,,Found in 32 countries
Scarab Beetle,Scarabaeidae,Omnivore,Nocturnal+,1 years,0.1 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,Found in 42 countries
Scarlet Kingsnake,Lampropeltis elapsoides,Carnivore,Nocturnal+,6 years,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,elapsoides,Found in 8 states/provinces
Scarlet Macaw,Ara macao,Frugivore,Diurnal+,35 years,1.5 lbs,Least Concern,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara macao,Found in 17 locations
Scarlet Tanager,Piranga olivacea,Insectivore,Diurnal+,3 years,0.038 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga olivacea,Found in 48 locations
Schapendoes,Canis lupus familiaris,Omnivore,Diurnal+,5 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Schipperke,Canis lupus familiaris,Omnivore,Diurnal+,14 years,8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Schneagle,Canis lupus familiaris,Omnivore,Cathemeral+,11 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Schnoodle,Canis lupus familiaris,Omnivore,Diurnal+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Scimitar-horned Oryx,Oryx dammah,Herbivore,Crepuscular+,12 years,210 lbs,Endangered,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,dammah,Found in 9 countries
Scissor-tailed Flycatcher,Tyrannus forficatus,Insectivore,Diurnal+,3 years,0.043 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,forficatus,Found in 14 locations
Scorpion,Scorpiones,Carnivore,Nocturnal+,5 years,0.06 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Scorpiones,,,,Found in 59 countries
Scorpion Fish,Scorpaenidae,Carnivore,Nocturnal+,10 years,3.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,Found in 29 countries
Scotch Collie,Canis lupus familiaris,Omnivore,Diurnal+,13 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Scottish Deerhound,Canis lupus familiaris,Omnivore,Crepuscular+,4 years,50 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Scottish Fold Cat,Felis catus,Carnivore,Crepuscular+,4 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Scottish Terrier,Canis lupus familiaris,Omnivore,Diurnal+,12 years,10.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Scrotum Frog,Telmatobius culeus,Carnivore,Cathemeral,8 years,0.35 lbs,Critically Endangered,Animalia,Chordata,Amphibia,Anura,Telmatobiidae,Telmatobius,Telmatobius culeus,Found in 2 countries
Sculpin,Cottidae,Carnivore,Nocturnal+,4 years,11 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,Found in 24 countries
Scutosaurus,Scutosaurus,Herbivore,Diurnal+,1000 lbs,,,Animalia,Chordata,Reptilia,Procolophonomorpha,Pareiasauridae,Scutosaurus,,Found in 1 country
Sea Anemone,Actiniaria,Carnivore,Cathemeral+,10 years,5 lbs,Not Evaluated,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Found in 29 countries
Sea Bass,,Carnivore,Diurnal+,12 years,400 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,,,,,Found in 35 countries
Sea Dragon,Phycodurus eques,Carnivore,Diurnal+,6 years,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Phycodurus,eques,Found in 1 country
Sea Eagle,Haliaeetus,Piscivore,Diurnal+,20 years,9 lbs,Not Evaluated,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,,Found in 56 countries
Sea Lion,Otariidae,Piscivore,Cathemeral+,20 years,1100 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Otariidae,,,Found in 15 countries
Sea Otter,Enhydra lutris,Carnivore,Diurnal+,15 years,45 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,Enhydra lutris,Found in 8 locations
Sea Roach,Ligia,Scavenger,Nocturnal+,2.5 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,,Found in 53 countries
Sea Slug,Nudibranchia,Carnivore,Diurnal+,9 years,1 lbs,Not Evaluated,Animalia,Mollusca,Gastropoda,Nudibranchia,,,,Found in 34 countries
Sea Snake,Hydrophiinae,Piscivore,Diurnal+,10 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Elapidae,,,Found in 59 countries
Sea Spider,Pycnogonida,Carnivore,Cathemeral+,3 years,0.05 lbs,Not Evaluated,Animalia,Arthropoda,Pycnogonida,,,,,
Sea Squirt,Ascidiacea,,Cathemeral,1.5 years,5 lbs,Not Evaluated,Animalia,Chordata,Ascidiacea,,,,,Found in 42 countries
Sea Trout,Salmo trutta,Carnivore,Crepuscular+,6 years,20 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Found in 49 countries
Sea Turtle,"Testudines (informal subgroup: marine turtles, superfamily Chelonioidea)",Omnivore,Diurnal+,40 years,700 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Testudines,,,,Found in 26 countries
Sea Urchin,Echinoidea,Omnivore,Nocturnal+,20 years,5 lbs,Not Evaluated,Animalia,Echinodermata,Echinoidea,,,,,Found in 24 countries
Seagull,Laridae,Omnivore,Diurnal+,15 years,2.3 lbs,Not Evaluated,Animalia,Chordata,Aves,Charadriiformes,Laridae,,,Found in 33 countries
Seahorse,Hippocampus,Carnivore,Diurnal+,3.5 years,0.1 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,,Found in 47 countries
Seal,Phocidae,Carnivore,Cathemeral+,25 years,4000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Phocidae,,,Found in 35 countries
Sealyham Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Sedge Warbler,Acrocephalus schoenobaenus,Insectivore,Diurnal+,2 years,0.015 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus schoenobaenus,Found in 75 countries
Sehuencas Water Frog,Telmatobius yuracare,Insectivore,Nocturnal+,0.12 lbs,,,Animalia,Chordata,Amphibia,Anura,Telmatobiidae,Telmatobius,Telmatobius yuracare,Found in 1 country
Sei Whale,Balaenoptera borealis,,Cathemeral,60 years,28000 lbs,Endangered,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera borealis,
Senegal Parrot,Poicephalus senegalus,Granivore,Diurnal+,15 years,0.17 lbs,Least Concern,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,Poicephalus senegalus,Found in 16 countries
Senepol Cattle,Bos taurus,Herbivore,Diurnal+,12 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,Found in 1 state/province
Sequined Spider,Thwaitesia,Insectivore,Nocturnal+,1 years,3.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Thwaitesia,,Found in 25 countries
Serval,Leptailurus serval,Carnivore,Crepuscular+,10 years,18 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,serval,Found in 39 countries
Seymouria,Seymouria,Carnivore,Crepuscular+,8 lbs,,,Animalia,Chordata,Amphibia,Seymouriamorpha,Seymouriamidae,Seymouria,,Found in 1 country
Shantungosaurus,Shantungosaurus giganteus,Herbivore,Cathemeral,22 years,16000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Ornithischia,Hadrosauridae,Shantungosaurus,giganteus,Found in 1 country
Shark,Selachimorpha,Carnivore,Nocturnal+,25 years,20000 lbs,Not Evaluated,Animalia,Chordata,Chondrichthyes,Selachimorpha,,,,
Sharp-Shinned Hawk,Accipiter striatus,Carnivore,Diurnal+,3 years,0.22 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter striatus,Found in 79 locations
Sharp-Tailed Snake,Contia tenuis,Carnivore,Nocturnal+,5 years,0.015 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Contia,tenuis,Found in 4 states/provinces
Shastasaurus,Shastasaurus,Carnivore,Cathemeral+,40 years,80000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Ichthyosauria,Shastasauridae,Shastasaurus,,Found in 2 countries
Sheep,Ovis aries,Herbivore,Diurnal+,8 years,180 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,aries,Found in 7 countries
Sheepadoodle,Canis lupus familiaris,Omnivore,Diurnal+,13 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Sheepshead Fish,Archosargus probatocephalus,Omnivore,Diurnal+,10 years,9.6 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Spariformes,Sparidae,Archosargus,probatocephalus,Found in 38 locations
Shepadoodle: Complete Guide to the German Shepherd–Poodle Mix,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Shepkita,Canis lupus familiaris,Omnivore,Cathemeral+,11 years,50 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 state/province
Shepweiler,Canis lupus familiaris,Omnivore,Diurnal+,5 years,50 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 3 countries
Shetland Sheepdog,Canis lupus familiaris,Omnivore,Diurnal+,4 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Shiba Inu,Canis lupus familiaris,Omnivore,Diurnal+,5 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Shiba Inu Mix,Canis lupus familiaris,Omnivore,Cathemeral+,4 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Shichi,Canis lupus familiaris,Omnivore,Cathemeral+,4 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Shih Poo,Canis lupus familiaris,Omnivore,Diurnal+,13 years,10 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Shih Tzu,Canis lupus familiaris,Omnivore,Diurnal+,6 years,7.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Shih Tzu Mix,Canis lupus familiaris,Omnivore,Diurnal+,5 years,12 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Shikoku,Canis lupus familiaris,Omnivore,Diurnal+,11 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Shiloh Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,4 years,63 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Shiranian,Canis lupus familiaris,Omnivore,Diurnal+,14 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Shoebill Stork,Balaeniceps rex,Piscivore,Diurnal+,20 years,7 lbs,Vulnerable,Animalia,Chordata,Aves,Pelecaniformes,Balaenicipitidae,Balaeniceps,Balaeniceps rex,Found in 8 countries
Shollie,Canis lupus familiaris,Omnivore,Diurnal+,5 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Short-Eared Owl,Asio flammeus,Carnivore,Crepuscular+,2.5 years,0.475 lbs,Least Concern,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Found in 92 locations
Short-Faced Bear,Arctodus simus,Scavenger,Cathemeral+,20 years,900 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Arctodus,simus,Found in 35 locations
Shortfin Mako Shark,Isurus oxyrinchus,Carnivore,Cathemeral+,29 years,505.8 lbs,Endangered,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,oxyrinchus,
Shrew,Soricidae,Insectivore,Nocturnal+,1.5 years,0.15 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,,,Found in 66 countries
Shrimp,,Omnivore,Diurnal+,5 years,0.32 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Decapoda,,,,Found in 43 countries
Siamese,Felis catus,Carnivore,Crepuscular+,15 years,6.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,Found in 1 country
Siberian,Felis catus,Carnivore,Crepuscular+,14 years,9 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Siberian Husky,Canis lupus familiaris,Omnivore,Cathemeral+,13 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Siberian Ibex,Capra sibirica,Herbivore,Diurnal+,11 years,130 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra sibirica,Found in 10 countries
Siberian Retriever,,Omnivore,Cathemeral+,5 years,41 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Siberian Tiger,Panthera tigris altaica,Carnivore,Crepuscular+,15 years,306 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,Found in 2 countries
Siberpoo,Canis lupus familiaris,Omnivore,Crepuscular+,4 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 3 countries
Sichuan Takin (Tibetan Takin),Budorcas taxicolor tibetana,Herbivore,Diurnal+,14 years,400 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,Budorcas taxicolor,Found in 1 country
Sidewinder,Crotalus cerastes,Carnivore,Nocturnal+,7 years,0.27 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,cerastes,Found in 7 states/provinces
Sika Deer,Cervus nippon,Herbivore,Crepuscular+,12 years,100 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,nippon,Found in 6 countries
Silken Windhound,Canis lupus familiaris,Omnivore,Diurnal+,15 years,23 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Silkie Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,5 years,1.8 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 1 country
Silky Shark,Carcharhinus falciformis,Carnivore,Cathemeral,20 years,350 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,
Silky Terrier,Canis lupus familiaris,Omnivore,Diurnal+,13.5 years,5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Silver Dollar,,Herbivore,Diurnal+,10 years,1.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Characiformes,,,,Found in 8 countries
Simbakubwa,Simbakubwa kutokaafrika,Carnivore,Cathemeral+,15 years,500 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Hyaenodonta,Hyainailouridae,Simbakubwa,kutokaafrika,Found in 1 country
Sinosauropteryx,Sinosauropteryx,Carnivore,Diurnal+,1.5 lbs,,,Animalia,Chordata,Reptilia,Saurischia,Compsognathidae,Sinosauropteryx,,Found in 1 country
Sivatherium,Sivatherium,Herbivore,Diurnal+,18 years,1200 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Sivatherium,,Found in 10 countries
Six-Eyed Sand Spiders,Sicariidae,Carnivore,Nocturnal+,4 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Sicariidae,,,Found in 48 countries
Sixgill shark,Hexanchus griseus,Carnivore,Nocturnal+,50 years,590 lbs,Near Threatened,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus,griseus,Found in 34 locations
Skate Fish,Rajiformes,Carnivore,Nocturnal+,10 years,100 lbs,Not Evaluated,Animalia,Chordata,Chondrichthyes,Rajiformes,,,,Found in 24 countries
Skeleton Tarantula,Ephebopus murinus,Carnivore,Nocturnal+,7 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Ephebopus,murinus,Found in 4 countries
Skink Lizard,Scincidae,Insectivore,Diurnal+,6 years,1.2 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Scincidae,,,Found in 84 countries
Skipjack Tuna,Katsuwonus pelamis,Piscivore,Diurnal+,5 years,34.5 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Katsuwonus,pelamis,
