name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Hare,Lepus,Herbivore,Crepuscular+,2.5 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,Found in 89 countries
Harlequin Coral Snake,Micrurus fulvius,Carnivore,Nocturnal+,6 years,0.15 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Found in 7 states/provinces
Harlequin Rabbit,Oryctolagus cuniculus,Herbivore,Crepuscular+,2 years,4.1 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Found in 1 country
Harp Seal,Pagophilus groenlandicus,Carnivore,Cathemeral,20 years,180 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,Found in 10 locations
Harpy Eagle,Harpia harpyja,Carnivore,Diurnal+,30 years,9 lbs,Near Threatened,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,Harpia harpyja,Found in 21 locations
Harrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Harris’s Hawk,Parabuteo unicinctus,Carnivore,Diurnal+,11 years,1.25 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,Parabuteo unicinctus,Found in 19 locations
Hartebeest,Alcelaphus buselaphus,Herbivore,Diurnal+,15 years,200 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,Found in 22 countries
Hatzegopteryx,Hatzegopteryx thambema,Carnivore,Diurnal+,250 lbs,,,Animalia,Chordata,Reptilia,Pterosauria,Azhdarchidae,Hatzegopteryx,thambema,Found in 1 country
Havamalt,Canis lupus familiaris,Omnivore,Diurnal+,14 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Havanese,Canis lupus familiaris,Omnivore,Diurnal+,15 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Havapoo,Canis lupus familiaris,Omnivore,Diurnal+,5 years,10 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Havashire,Canis lupus familiaris,Omnivore,Diurnal+,5 years,6.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Havashu,Canis lupus familiaris,Omnivore,Diurnal+,5 years,7.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Hawaiian Crow,Corvus hawaiiensis,Omnivore,Diurnal,10 years,0.6 lbs,Critically Endangered,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,hawaiiensis,Found in 1 state/province
Hawaiian Goose (Nene),Branta sandvicensis,Omnivore,Diurnal+,10 years,3 lbs,Vulnerable,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta sandvicensis,Found in 1 state/province
Hawaiian Monk Seal,Neomonachus schauinslandi,Carnivore,Cathemeral+,27 years,270 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Found in 1 state/province
Hawk,Accipitridae,Carnivore,Diurnal+,12 years,2.27 lbs,Not Evaluated,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,,Found in 59 countries
Hawk Moth Caterpillar,Sphingidae (larval stage),Folivore,Nocturnal+,5 years,0.04 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,,,Found in 23 countries
Hedgehog,Erinaceidae,Insectivore,Nocturnal+,5 years,1.2 lbs,Least Concern,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,,,Found in 69 countries
Helicoprion,Helicoprion,Carnivore,Crepuscular+,30 years,2500 lbs,Not Evaluated,Animalia,Chordata,Chondrichthyes,Eugeneodontiformes,Helicoprionidae,Helicoprion,,Found in 3 countries
Hellbender,Cryptobranchus alleganiensis,Carnivore,Nocturnal+,27 years,2.3 lbs,Near Threatened,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,Cryptobranchus alleganiensis,Found in 17 states/provinces
Hepatic Tanager (Red Tanager),Piranga flava,Omnivore,Diurnal,5 years,0.038 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga flava,Found in 18 countries
Hercules Beetle,Dynastes hercules,Detritivore,Nocturnal+,1.5 years,0.11 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dynastes,Dynastes hercules,Found in 21 countries
Hercules Moth,Coscinocera hercules,Folivore,Nocturnal,3 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Coscinocera,hercules,Found in 2 countries
Hermit Crab,Anomura (hermit-crab lineages; chiefly Paguroidea and Coenobitoidea),Omnivore,Nocturnal+,6 years,4 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Anomura,,,,Found in 51 countries
Heron,Ardeidae,Carnivore,Diurnal+,10 years,5 lbs,Not Evaluated,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,,,Found in 33 countries
Herrerasaurus,Herrerasaurus,Carnivore,Diurnal+,20 years,350 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Herrerasauridae,Herrerasaurus,,Found in 1 country
Herring,Clupeidae,,Diurnal+,6 years,1.1 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,,Found in 85 countries
Herring Gull,Larus argentatus,Omnivore,Diurnal+,13 years,1.25 lbs,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Found in 26 countries
Highland Cattle,Bos taurus,Herbivore,Diurnal+,12 years,850 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Found in 1 country
Himalayan,Felis catus,Carnivore,Crepuscular+,10 years,6.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 2 countries
Hippopotamus,Hippopotamus amphibius,Herbivore,Diurnal+,40 years,3200 lbs,Vulnerable,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Found in 36 countries
Hippopotamus gorgops,Hippopotamus gorgops,Herbivore,Nocturnal,40 years,4500 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,gorgops,Found in 3 countries
Hoary Bat,Lasiurus cinereus,Insectivore,Nocturnal+,6 years,0.032 lbs,Least Concern,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Found in 78 states/provinces
Hobo Spider,Eratigena agrestis,Insectivore,Nocturnal+,1.5 years,,,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,agrestis,Found in 16 countries
Hogfish,Lachnolaimus maximus,Carnivore,Diurnal,12 years,11 lbs,Vulnerable,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Lachnolaimus,Lachnolaimus maximus,Found in 40 locations
Hognose snake,Heterodon,Carnivore,Diurnal+,8 years,0.9 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,,Found in 3 countries
Hokkaido,Canis lupus familiaris,Omnivore,Diurnal+,4 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Holy Cross Frog,Notaden bennettii,Insectivore,Nocturnal+,8 years,0.07 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Notaden,Notaden bennettii,Found in 1 country
Honduran White Bat,Ectophylla alba,Frugivore,Nocturnal,6 years,0.006 lbs,Near Threatened,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla,Ectophylla alba,Found in 4 countries
Honey Badger,Mellivora capensis,Omnivore,Cathemeral+,7 years,16 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora capensis,Found in 63 countries
Honey Bee,Apis mellifera,Nectarivore,Diurnal+,1.5 years,0.0003 lbs,Data Deficient,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,mellifera,Found in 78 countries
Honey Buzzard,Pernis apivorus,Insectivore,Diurnal+,10 years,1.05 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,Pernis apivorus,Found in 42 countries
Hooded Oriole,Icterus cucullatus,Insectivore,Diurnal+,3 years,0.036 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus cucullatus,Found in 8 locations
Hooded Seal,Cystophora cristata,Piscivore,Cathemeral,30 years,410 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,Found in 10 locations
Hook-Nosed Sea Snake,Hydrophis schistosus,Piscivore,Cathemeral+,10 years,1.2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hydrophis,Hydrophis schistosus,Found in 21 countries
Hoopoe,Upupa epops,Insectivore,Diurnal+,6 years,0.089 lbs,Least Concern,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,Upupa epops,Found in 79 countries
Horgi (Siborgi) Dog Breed Guide,Canis lupus familiaris,Omnivore,Diurnal+,13 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Horn Shark,Heterodontus francisci,Carnivore,Nocturnal+,15 years,10.4 lbs,Least Concern,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus francisci,Found in 2 locations
Hornbill,Bucerotidae,Omnivore,Diurnal+,25 years,6.2 lbs,Not Evaluated,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,,,Found in 56 countries
Horned Adder,Bitis caudalis,Carnivore,Nocturnal+,9 years,0.25 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,caudalis,Found in 4 countries
Horned Beetle,Scarabaeidae,Detritivore,Nocturnal+,1.5 years,0.1 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,Found in 36 countries
Horned Grebe,Podiceps auritus,Carnivore,Diurnal+,2.5 years,0.57 lbs,Least Concern,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps auritus,Found in 43 locations
Horned Lizard,Phrynosoma,Myrmecophage,Diurnal+,7 years,0.15 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,,Found in 3 countries
Horned Viper,Cerastes cerastes,Carnivore,Nocturnal+,8 years,,,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cerastes,Cerastes cerastes,Found in 8 countries
Hornet,Vespa,Omnivore,Diurnal+,2 years,0.002 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,,Found in 63 countries
Horse,Equus ferus caballus,Herbivore,Crepuscular+,15 years,1100 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus ferus,Found in 1 country
Horse Mackerel,Trachurus,Carnivore,Diurnal+,12 years,3.7 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Trachurus,,Found in 47 countries
Horsefly,Tabanidae,Omnivore,Diurnal+,12 years,0.0003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,,,
Horseshoe Crab,Xiphosurida,Omnivore,Nocturnal+,20 years,5 lbs,Vulnerable,Animalia,Arthropoda,Xiphosura,Xiphosurida,,,,Found in 15 countries
Houdan Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,3 years,4.1 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 1 country
House Finch,Haemorhous mexicanus,Omnivore,Diurnal+,3 years,0.027 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus,Found in 14 locations
House Sparrow (English Sparrow),Passer domesticus,Omnivore,Diurnal+,3 years,0.039 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,Found in 45 countries
House wren,Troglodytes aedon,Insectivore,Diurnal+,2 years,0.012 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,Found in 86 locations
Housefly,Musca domestica,Detritivore,Diurnal+,28 years,2.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,domestica,Found in 5 countries
Hovasaurus,Hovasaurus,Carnivore,Diurnal+,7 years,0.6 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Younginiformes,Hovasauridae,Hovasaurus,,Found in 1 country
Hovawart,Canis lupus familiaris,Omnivore,Diurnal+,12 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Howler Monkey,Alouatta,Folivore,Diurnal+,15 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,,Found in 19 countries
Human,Homo sapiens,Omnivore,Diurnal,73.4 years,100 lbs,Least Concern,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Found in 5 countries
Humboldt Penguin,Spheniscus humboldti,Piscivore,Diurnal+,15 years,5.9 lbs,Vulnerable,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus humboldti,Found in 2 countries
Humboldt Squid,Dosidicus gigas,Carnivore,Nocturnal+,1.5 years,50 lbs,Least Concern,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus,gigas,Found in 12 locations
Hummingbird,Trochilidae,Omnivore,Diurnal+,3 years,0.024 lbs,Not Evaluated,Animalia,Chordata,Aves,Apodiformes,Trochilidae,,,Found in 29 countries
Hummingbird Hawk-Moth,Macroglossum stellatarum,Nectarivore,Diurnal+,2.5 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum,Macroglossum stellatarum,Found in 76 countries
Humpback Whale,Megaptera novaeangliae,,Cathemeral,45 years,40000 lbs,Least Concern,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,Found in 51 locations
Huntaway,Canis lupus familiaris,Omnivore,Diurnal+,13 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Huntsman Spider,Sparassidae,Carnivore,Nocturnal+,1.5 years,0.01 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,,,Found in 69 countries
Huskador,Canis lupus familiaris,Omnivore,Diurnal+,5 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Huskita,Canis lupus familiaris,Omnivore,Diurnal+,5 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 2 countries
Husky,Canis lupus familiaris,Omnivore,Diurnal+,4 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Husky Jack,Canis lupus familiaris,Omnivore,Diurnal+,5 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 3 countries
Huskydoodle,Canis lupus familiaris,Omnivore,Diurnal+,4 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,
Hyacinth Macaw,Anodorhynchus hyacinthinus,Granivore,Diurnal,35 years,1.7 lbs,Vulnerable,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus hyacinthinus,Found in 3 countries
Hyaenodon,Hyaenodon,Carnivore,Crepuscular+,12 years,250 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Hyaenodonta,Hyaenodontidae,Hyaenodon,,Found in 10 countries
Hyena,Hyaenidae,Omnivore,Nocturnal+,13 years,86 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,,,Found in 70 countries
