name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Catalan Sheepdog,Canis lupus familiaris,Omnivore,Diurnal+,5 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Caterpillar,Lepidoptera,Herbivore,Diurnal+,30 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Found in 28 countries
Catfish,Siluriformes,Omnivore,Nocturnal+,10 years,300 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Siluriformes,,,,Found in 27 countries
Caucasian Shepherd,Canis lupus familiaris,Omnivore,Cathemeral+,7 years,100 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 4 countries
Cava Tzu,Canis lupus familiaris,Omnivore,Diurnal+,5 years,9 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Cavador,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Cavalier King Charles Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,13 years,8.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Cavapoo,Canis lupus familiaris,Omnivore,Diurnal+,5 years,12 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Cave Bear,Ursus spelaeus,Herbivore,Cathemeral+,15 years,600 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus spelaeus,Found in 25 countries
Cave Lion,Panthera spelaea,Carnivore,Cathemeral+,12 years,360 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,spelaea,Found in 45 countries
Cecropia Moth,Hyalophora cecropia,Folivore,Nocturnal,1 years,0.004 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hyalophora,Hyalophora cecropia,Found in 45 states/provinces
Cedar Waxwing,Bombycilla cedrorum,Omnivore,Diurnal+,2 years,0.035 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,Bombycilla cedrorum,Found in 76 locations
Centipede,Chilopoda,Carnivore,Nocturnal+,4 years,0.2 lbs,Not Evaluated,Animalia,Arthropoda,Chilopoda,,,,,
Central Ranges Taipan,Oxyuranus temporalis,Carnivore,Diurnal+,,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,temporalis,Found in 1 country
Cephalaspis,Cephalaspis,Omnivore,Diurnal+,4 years,0.6 lbs,Not Evaluated,Animalia,Chordata,Osteostraci,Cephalaspidiformes,Cephalaspidae,Cephalaspis,,Found in 4 countries
Ceratopsian,Ceratopsia,Herbivore,Diurnal+,25 years,12000 lbs,Extinct,Animalia,Chordata,Reptilia,Ceratopsia,,,,Found in 10 countries
Ceratosaurus,Ceratosaurus nasicornis,Carnivore,Cathemeral+,18 years,1000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Ceratosauridae,Ceratosaurus,Ceratosaurus nasicornis,Found in 3 states/provinces
Cervalces latifrons (Broad-Fronted Moose),Cervalces latifrons,Herbivore,Cathemeral+,14 years,900 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervalces,latifrons,Found in 16 countries
Cesky Fousek,Canis lupus familiaris,Omnivore,Diurnal+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Cesky Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,10 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Chain Pickerel,Esox niger,Piscivore,Diurnal+,8 years,3.2 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Esociformes,Esocidae,Esox,Esox niger,Found in 23 states/provinces
Chameleon,Chamaeleonidae,Insectivore,Diurnal+,5 years,1 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,,,Found in 58 countries
Chamois,Rupicapra rupicapra,Herbivore,Diurnal+,15 years,60 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,Found in 25 countries
Chartreux,Felis catus,Carnivore,Crepuscular+,13 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Cheagle,Canis lupus familiaris,Omnivore,Diurnal+,13 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Checkered Garter Snake,Thamnophis marcianus,Carnivore,Diurnal+,4 years,0.2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis,marcianus,Found in 10 locations
Cheetah,Acinonyx jubatus,Carnivore,Diurnal+,10 years,72 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,Found in 20 countries
Chesapeake Bay Retriever,Canis lupus familiaris,Omnivore,Diurnal+,11 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 2 states/provinces
Chestnut-Sided Warbler,Setophaga pensylvanica,Insectivore,Diurnal+,2 years,0.012 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga pensylvanica,Found in 39 locations
Chi Chi,Canis lupus familiaris,Omnivore,Diurnal+,4 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Chickadee,Poecile,Omnivore,Diurnal+,3 years,0.02 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,,Found in 3 countries
Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,4 years,6 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 5 countries
Chicken Snake,Pantherophis alleghaniensis,Carnivore,Diurnal+,12 years,2.2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,alleghaniensis,Found in 14 states/provinces
Chigger,Trombiculidae,Carnivore,Diurnal+,6 years,1.0E-7 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Trombidiformes,Trombiculidae,,,Found in 30 countries
Chihuahua,Canis lupus familiaris,Omnivore,Diurnal+,5 years,3 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Chihuahua Mix,Canis lupus familiaris,Omnivore,Diurnal+,5 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Children’s python,Antaresia childreni,Carnivore,Nocturnal+,12 years,1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,Antaresia childreni,Found in 1 country
Chilean Recluse Spider,Loxosceles laeta,Insectivore,Nocturnal+,2 years,8.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,Found in 2 countries
Chilean Rose Tarantula,Grammostola rosea,Insectivore,Nocturnal+,8 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,rosea,Found in 1 country
Chilesaurus,Chilesaurus,Herbivore,Diurnal+,12 years,100 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Dinosauria,Chilesauridae,Chilesaurus,,Found in 1 country
Chimaera,Chimaeriformes,Carnivore,Nocturnal+,25 years,12 lbs,Data Deficient,Animalia,Chordata,Chondrichthyes,Chimaeriformes,,,,Found in 30 countries
Chimpanzee,Pan troglodytes,Omnivore,Diurnal+,33 years,70 lbs,Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Found in 19 countries
Chinchilla,Chinchilla lanigera,Herbivore,Crepuscular+,6 years,0.8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera,Found in 1 country
Chinese Alligator,Alligator sinensis,Carnivore,Cathemeral+,30 years,45 lbs,Critically Endangered,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,Alligator sinensis,Found in 1 country
Chinese Cobra,Naja atra,Carnivore,Nocturnal+,12 years,2 lbs,Vulnerable,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja atra,Found in 5 countries
Chinese Crested Dog,Canis lupus familiaris,Omnivore,Diurnal+,14.5 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Chinese Geese,Anser cygnoides domesticus,Omnivore,Diurnal+,10 years,7.5 lbs,Not Evaluated,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides,Found in 1 country
Chinese Paddlefish,Psephurus gladius,Piscivore,Cathemeral,15 years,500 lbs,Critically Endangered,Animalia,Chordata,Actinopterygii,Acipenseriformes,Polyodontidae,Psephurus,gladius,Found in 1 country
Chinese Shar-Pei,Canis lupus familiaris,Omnivore,Diurnal+,10 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Chinese Water Deer,Hydropotes inermis,Herbivore,Crepuscular+,7 years,14 lbs,Vulnerable,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hydropotes,Hydropotes inermis,Found in 3 countries
Chinook,Oncorhynchus tshawytscha,Piscivore,Diurnal+,4 years,46.8 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,Found in 8 locations
Chinook Salmon,Oncorhynchus tshawytscha,Carnivore,Diurnal+,5 years,57 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Found in 8 locations
Chinstrap Penguin,Pygoscelis antarcticus,Carnivore,Diurnal+,15 years,5 lbs,Least Concern,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis antarcticus,Found in 3 countries
Chipit,,Omnivore,Cathemeral+,3.5 years,155.6 lbs,Not Evaluated,,,,,,,,
Chipmunk,Tamias,Omnivore,Diurnal+,3 years,0.15 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,,Found in 3 countries
Chipoo,Canis lupus familiaris,Omnivore,Diurnal+,5 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Chipping Sparrow,Spizella passerina,Omnivore,Diurnal+,2 years,0.016 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella passerina,Found in 69 locations
Chiton,Polyplacophora,Omnivore,Nocturnal+,8 years,2 lbs,Not Evaluated,Animalia,Mollusca,Polyplacophora,,,,,Found in 52 countries
Chiweenie,Canis lupus familiaris,Omnivore,Diurnal+,14 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Chorkie,Canis lupus familiaris,Omnivore,Diurnal+,12 years,4.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Chow Chow,Canis lupus familiaris,Omnivore,Diurnal+,5 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Chow Pom,Canis lupus familiaris,Omnivore,Diurnal+,12 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Chow Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,10 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,
Christmas Beetle,Anoplognathus,Herbivore,Nocturnal+,2 years,0.0025 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Anoplognathus,,Found in 2 countries
Christmas Island Red Crab,Gecarcoidea natalis,Scavenger,Nocturnal+,20 years,0.5 lbs,Vulnerable,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Gecarcoidea,Gecarcoidea natalis,Found in 1 country
Chromodoris Willani,Goniobranchus willani,Carnivore,Diurnal,12 years,,,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Chromodoris,Chromodoris willani,Found in 5 countries
Chusky,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Cicada,Cicadidae,Herbivore,Diurnal+,3 years,0.008 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,,,Found in 34 countries
Cichlid,Cichlidae,Omnivore,Diurnal+,8 years,12 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,Found in 75 countries
Cinereous Vulture,Aegypius monachus,Scavenger,Diurnal,25 years,14 lbs,Near Threatened,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus,Found in 20 countries
Cinnamon Ball Python,Python regius,Carnivore,Nocturnal+,10 years,4 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,
Cinnamon Bear,Ursus americanus,Omnivore,Crepuscular+,18 years,270 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,Found in 66 states/provinces
Cinnamon Ferret,Mustela putorius furo,Carnivore,Cathemeral+,2.5 years,2 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,
Clark’s Grebe,Aechmophorus clarkii,Piscivore,Diurnal+,7 years,1.7 lbs,Least Concern,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus clarkii,Found in 21 locations
Clearnose Skate,Raja eglanteria,Carnivore,Nocturnal+,7 years,2.8 lbs,Least Concern,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Rostroraja eglanteria,Found in 16 states/provinces
Click Beetle,Elateridae,Omnivore,Nocturnal+,3 years,0.006 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,,,
Clock Spider,Heteropoda venatoria,Carnivore,Nocturnal+,18 years,0.004 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Found in 13 countries
Clothes Moth,Tineidae,Detritivore,Nocturnal+,6 years,6.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,,,
Clouded Leopard,Neofelis nebulosa,Carnivore,Nocturnal+,11 years,23 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,Neofelis nebulosa,Found in 12 countries
Clownfish,Amphiprion ocellaris,Omnivore,Diurnal,6 years,0.03 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Pomacentriformes,Pomacentridae,Amphiprion,ocellaris,Found in 11 countries
Clumber Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Coachwhip Snake,Masticophis flagellum,Carnivore,Diurnal+,6 years,1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Masticophis,flagellum,Found in 22 locations
Coastal Carpet Python,Morelia spilota mcdowelli,Carnivore,Nocturnal+,15 years,15 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,Morelia spilota,Found in 1 country
Coastal Taipan,Oxyuranus scutellatus,Carnivore,Diurnal+,12 years,6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,Found in 3 countries
Coati,Nasua,Omnivore,Diurnal+,10 years,11 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,,Found in 21 countries
Cobalt Blue Tarantula,Cyriopagopus lividus,Insectivore,Nocturnal+,10 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,lividus,Found in 2 countries
Cobia Fish,Rachycentron canadum,Carnivore,Diurnal+,12 years,68 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Carangiformes,Rachycentridae,Rachycentron,Rachycentron canadum,Found in 44 locations
Cobras,Naja,Carnivore,Diurnal+,12 years,6 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,,Found in 65 countries
Cochin Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,9 years,6 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,gallus,Found in 1 country
Cockalier,Canis lupus familiaris,Omnivore,Diurnal+,12 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 2 countries
Cockapoo,Canis lupus familiaris,Omnivore,Diurnal+,4 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Cockatiel,Nymphicus hollandicus,Granivore,Diurnal+,12 years,0.12 lbs,Least Concern,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Nymphicus,hollandicus,Found in 1 country
Cockatoo,Cacatuidae,Omnivore,Diurnal+,30 years,1.2 lbs,Not Evaluated,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,,,Found in 6 countries
