name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Gecko,Gekkonidae,Insectivore,Nocturnal+,7 years,0.3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,,,Found in 70 countries
Genet,Genetta,Omnivore,Nocturnal+,8 years,5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,,Found in 38 countries
Gentoo Penguin,Pygoscelis papua,Carnivore,Diurnal+,13 years,8.5 lbs,Least Concern,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,papua,Found in 9 countries
Geoffroys Tamarin,Saguinus geoffroyi,Omnivore,Diurnal+,10 years,0.5 lbs,Least Concern,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus geoffroyi,Found in 2 countries
Gerberian Shepsky,Canis lupus familiaris,Omnivore,Diurnal+,6 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Gerbil,Gerbillidae,Omnivore,Nocturnal+,2.5 years,0.3 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Gerbillidae,,,Found in 71 countries
German Cockroach,Blattella germanica,Omnivore,Nocturnal+,5 years,0.00012 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,Blattella germanica,Found in 8 countries
German Longhaired Pointer,Canis lupus familiaris,Omnivore,Diurnal+,4 years,35 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
German Pinscher,Canis lupus familiaris,Omnivore,Diurnal+,5 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
German Shepherd Guide,Canis lupus familiaris,Omnivore,Diurnal+,7 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
German Shepherd Mix,Canis lupus familiaris,Omnivore,Diurnal+,10 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus (domestic dog: Canis lupus familiaris),
German Sheppit,Canis lupus familiaris,Omnivore,Diurnal+,5 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
German Sheprador,Canis lupus familiaris,Omnivore,Diurnal+,5 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 3 countries
German Shorthaired Pointer,Canis lupus familiaris,Omnivore,Diurnal+,11 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
German Spitz,Canis lupus familiaris,Omnivore,Diurnal+,14 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
German Wirehaired Pointer,Canis lupus familiaris,Omnivore,Diurnal+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Gharial,Gavialis gangeticus,Piscivore,Cathemeral,45 years,250 lbs,Critically Endangered,Animalia,Chordata,Reptilia,Crocodylia,Gavialidae,Gavialis,Gavialis gangeticus,Found in 4 countries
Ghost Crab,Ocypode,Omnivore,Nocturnal+,2.5 years,0.2 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Ocypode,,Found in 66 countries
Giant African Land Snail,Achatina fulica,Herbivore,Nocturnal+,5 years,0.4 lbs,Not Evaluated,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica,Found in 2 countries
Giant Armadillo,Priodontes maximus,Myrmecophage,Nocturnal+,13 years,54 lbs,Vulnerable,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Priodontes,P. maximus,Found in 11 countries
Giant Beaver,Castoroides ohioensis,Herbivore,Nocturnal+,12 years,120 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castoroides,Castoroides ohioensis,Found in 18 states/provinces
Giant Clam,Tridacna gigas,,Diurnal,60 years,230 lbs,Vulnerable,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas,Found in 27 countries
Giant Desert Centipede,Scolopendra heros,Carnivore,Nocturnal+,5 years,,,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra heros,Found in 8 locations
Giant Golden Mole,Chrysospalax trevelyani,Insectivore,Nocturnal+,0.6 lbs,,,Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,Found in 1 country
Giant House Spider,Eratigena atrica,Insectivore,Nocturnal+,2 years,,,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,atrica,Found in 10 countries
Giant Isopod,Bathynomus giganteus,Scavenger,Cathemeral,7 years,1.7 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Bathynomus,Bathynomus giganteus,Found in 15 locations
Giant Leopard Moth,Hypercompe scribonia,Herbivore,Nocturnal+,12 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypercompe,Hypercompe scribonia,Found in 27 locations
Giant Panda Bear,Ailuropoda melanoleuca,Omnivore,Cathemeral+,18 years,160 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca,Found in 1 country
Giant Salamander,Andrias davidianus,Carnivore,Nocturnal+,30 years,50 lbs,Critically Endangered,Animalia,Chordata,Amphibia,Urodela,Cryptobranchidae,Andrias,davidianus,Found in 1 country
Giant Schnauzer,Canis lupus familiaris,Omnivore,Diurnal+,11 years,43 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Giant Schnoodle,Canis lupus familiaris,Omnivore,Diurnal+,12 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 state/province
Giant Siphonophore,Praya dubia,Carnivore,Cathemeral,6 years,,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,dubia,
Giant Trevally,Caranx ignobilis,Carnivore,Diurnal+,15 years,80.6 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,Caranx ignobilis,Found in 43 locations
Giant Weta,Deinacrida,Omnivore,Nocturnal+,2 years,0.07 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Orthoptera,Anostostomatidae,Deinacrida,,Found in 1 country
Giant Wood Moth,Endoxyla cinereus,Herbivore,Nocturnal+,2.5 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Endoxyla,Endoxyla cinereus,Found in 1 country
Gibbon,Hylobatidae,Omnivore,Diurnal+,30 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,Hylobatidae,,,Found in 11 countries
Gigantopithecus,Gigantopithecus,Herbivore,Diurnal+,35 years,350 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,Hominidae,Gigantopithecus,,Found in 5 countries
Gila Monster,Heloderma suspectum,Carnivore,Cathemeral+,20 years,2.3 lbs,Near Threatened,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Found in 7 states/provinces
Giraffe,Giraffa,Folivore,Diurnal+,24 years,1900 lbs,Vulnerable,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,,Found in 16 countries
Glass Frog,Centrolenidae,Insectivore,Nocturnal+,5 years,0.02 lbs,Not Evaluated,Animalia,Chordata,Amphibia,Anura,Centrolenidae,,,Found in 18 countries
Glass Lizard,Anguidae,Carnivore,Diurnal+,12 years,2 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Anguidae,,,Found in 70 countries
Glechon,,Omnivore,Diurnal+,5 years,12 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Glen Of Imaal Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Glowworm,,Carnivore,Diurnal+,1 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,,,,,Found in 36 countries
Gnat,,Omnivore,Diurnal+,30 years,1.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Diptera,,,,
Goat,Capra hircus,Herbivore,Diurnal+,10 years,140 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Found in 7 countries
Goberian,Canis lupus familiaris,Omnivore,Cathemeral+,6 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 3 countries
Goblin Shark,Mitsukurina owstoni,Carnivore,Cathemeral,45 years,210 lbs,Least Concern,Animalia,Chordata,Chondrichthyes,Lamniformes,Mitsukurinidae,Mitsukurina,Mitsukurina owstoni,Found in 15 locations
Goby Fish,Gobiidae,Omnivore,Diurnal+,3 years,1.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,,,Found in 34 countries
Goldador,Canis lupus familiaris,Omnivore,Diurnal+,6 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 4 countries
Goldcrest,Regulus regulus,Insectivore,Diurnal,2 years,0.007 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,regulus,Found in 46 countries
Golden Dox,Canis lupus familiaris,Omnivore,Diurnal+,4.5 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Golden Eagle,Aquila chrysaetos,Carnivore,Diurnal+,20 years,6.7 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos,Found in 81 locations
Golden Irish,Canis lupus familiaris,Omnivore,Diurnal+,11 years,38 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Golden Jackal,Canis aureus,Omnivore,Crepuscular+,8 years,13 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis aureus,Found in 37 countries
Golden Lancehead,Bothrops insularis,Carnivore,Cathemeral+,12 years,0.8 lbs,Critically Endangered,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops insularis,Found in 1 country
Golden Lion Tamarin,Leontopithecus rosalia,Omnivore,Diurnal+,10 years,0.75 lbs,Endangered,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,Leontopithecus rosalia,Found in 1 country
Golden Masked Owl,Tyto aurantia,Carnivore,Nocturnal+,4 years,0.55 lbs,Vulnerable,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,aurantia,Found in 1 country
Golden Mole,Chrysochloridae,Insectivore,Nocturnal+,4 years,0.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,,,Found in 14 countries
Golden Newfie,Canis lupus familiaris,Omnivore,Diurnal+,10 years,70 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 states/provinces
Golden Oriole,Oriolus oriolus,Insectivore,Diurnal+,7 years,0.067 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,Oriolus oriolus,Found in 78 countries
Golden Pyrenees,Canis lupus familiaris,Omnivore,Diurnal+,11 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 4 countries
Golden Retriever,Canis lupus familiaris,Omnivore,Diurnal+,5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Golden Retriever Mix,Canis lupus familiaris,Omnivore,Diurnal+,5 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Golden Saint,Canis lupus familiaris,Omnivore,Diurnal+,10 years,77 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Golden Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,5 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Golden Shiner,Notemigonus crysoleucas,Omnivore,Diurnal,3 years,0.23 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,Notemigonus crysoleucas,Found in 43 states/provinces
Golden Tortoise Beetle,Charidotella sexpunctata,Folivore,Diurnal,6 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Charidotella,Charidotella sexpunctata,Found in 28 locations
Golden Trout,Oncorhynchus mykiss aguabonita,Insectivore,Diurnal+,4 years,2.3 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Found in 1 state/province
Golden-Crowned Flying Fox,Acerodon jubatus,Frugivore,Nocturnal+,15 years,1.4 lbs,Endangered,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Acerodon,jubatus,Found in 1 country
Golden-Crowned Kinglet,Regulus satrapa,Insectivore,Diurnal+,2 years,0.008 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus satrapa,Found in 66 locations
Goldendoodle,Canis lupus familiaris,Omnivore,Diurnal+,12 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Goldfish,Carassius auratus,Omnivore,Diurnal+,6 years,2 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,Found in 1 country
Goliath Beetle,Goliathus,Omnivore,Diurnal,12 years,0.11 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Goliathus,,Found in 24 countries
Goliath Frog,Conraua goliath,Carnivore,Nocturnal+,15 years,3.3 lbs,Endangered,Animalia,Chordata,Amphibia,Anura,Conrauidae,Conraua,Conraua goliath,Found in 2 countries
Goliath Grouper,Epinephelus itajara,Carnivore,Diurnal+,25 years,455 lbs,Vulnerable,Animalia,Chordata,Actinopterygii,Epinepheliformes,Serranidae,Epinephelus,Epinephelus itajara,Found in 51 locations
Goliath Tigerfish,Hydrocynus goliath,Piscivore,Diurnal+,12 years,50 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Characiformes,Alestidae,Hydrocynus,goliath,Found in 6 countries
Gollie,Canis lupus familiaris,Omnivore,Diurnal+,5 years,35 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Gomphotherium,Gomphotherium,Herbivore,Cathemeral+,45 years,6000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,,Found in 23 countries
Goonch Catfish,Bagarius bagarius,Carnivore,Nocturnal+,15 years,100 lbs,Near Threatened,Animalia,Chordata,Actinopterygii,Siluriformes,Sisoridae,Bagarius,Bagarius bagarius,Found in 5 countries
Goose,,Omnivore,Diurnal+,12 years,15 lbs,Not Evaluated,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,Found in 85 countries
Gooty Sapphire Tarantula,Poecilotheria metallica,Carnivore,Nocturnal,10 years,0.045 lbs,Critically Endangered,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Poecilotheria,Poecilotheria metallica,Found in 1 country
Gopher,Geomyidae,Herbivore,Nocturnal+,2.5 years,1 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,,,Found in 10 countries
Gopher Snake,Pituophis catenifer,Carnivore,Diurnal+,8 years,2.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,Pituophis catenifer,Found in 27 locations
Gopher Tortoise,Gopherus polyphemus,Herbivore,Diurnal+,50 years,6.5 lbs,Vulnerable,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus polyphemus,Found in 6 states/provinces
Goral,Naemorhedus spp.,Herbivore,Crepuscular+,12 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,,Found in 10 countries
Gordon Setter,Canis lupus familiaris,Omnivore,Diurnal+,5 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Gorgosaurus,Gorgosaurus,Carnivore,Cathemeral+,22 years,3200 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Tyrannosauridae,Gorgosaurus,,Found in 2 countries
Gorilla,Gorilla,Herbivore,Diurnal+,35 years,270 lbs,Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,,Found in 10 countries
Goshawk,Accipiter gentilis,Carnivore,Diurnal+,10 years,2.2 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis,Found in 82 locations
Gouldian Finch,Erythrura gouldiae,Omnivore,Diurnal+,4 years,0.017 lbs,Near Threatened,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Chloebia,Chloebia gouldiae,Found in 1 country
Gourami,Osphronemidae,Omnivore,Diurnal+,6 years,9 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,,,Found in 14 countries
Grapevine Beetle,Pelidnota punctata,Folivore,Nocturnal+,12 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota punctata,Found in 36 states/provinces
Grass Carp,Ctenopharyngodon idella,Herbivore,Diurnal+,10 years,45 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,Found in 3 countries
Grass Snake,Natrix natrix,Carnivore,Diurnal+,10 years,1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,Natrix natrix,Found in 30 countries
Grass Spider,Agelenopsis,Insectivore,Crepuscular+,14 years,0.0003 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,,Found in 3 countries
Grasshopper,Orthoptera,Herbivore,Diurnal+,1 years,0.07 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Orthoptera,,,,Found in 35 countries
Grasshopper Mouse,Onychomys,Omnivore,Nocturnal+,1.5 years,0.06 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,,Found in 3 countries
Gray Catbird,Dumetella carolinensis,Omnivore,Diurnal+,2 years,0.056 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,Dumetella carolinensis,Found in 68 locations
Gray Fox,Urocyon cinereoargenteus,Omnivore,Nocturnal+,7 years,7 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,Found in 60 locations
Gray Tree Frog,Hyla versicolor,Insectivore,Nocturnal+,6 years,0.007 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,versicolor,Found in 39 states/provinces
Great Blue Heron,Ardea herodias,Piscivore,Diurnal+,15 years,3.6 lbs,Least Concern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias,Found in 80 locations
Great Crested Flycatcher,Myiarchus crinitus,Insectivore,Diurnal+,3 years,0.034 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus crinitus,Found in 59 locations
Great Dane,Canis lupus familiaris,Omnivore,Diurnal+,4 years,90 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Great Dane Mix: Complete Guide to the Gentle Giant Crossbreed,Canis lupus familiaris,Omnivore,Diurnal+,5 years,75 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Great Danoodle,Canis lupus familiaris,Omnivore,Diurnal+,11 years,55 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Great Egret,Ardea alba,Carnivore,Diurnal+,15 years,1.5 lbs,Least Concern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Found in 161 locations
Great Hammerhead Shark,Sphyrna mokarran,Carnivore,Cathemeral+,30 years,450 lbs,Critically Endangered,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna mokarran,Found in 61 locations
Great Kiskadee,Pitangus sulphuratus,Omnivore,Diurnal+,5 years,0.072 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Found in 30 locations
Great Plains Rat Snake,Pantherophis emoryi,Carnivore,Crepuscular+,10 years,1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,emoryi,Found in 10 locations
Great Potoo Bird,Nyctibius grandis,Insectivore,Nocturnal+,0.65 lbs,,,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,Nyctibius grandis,Found in 23 locations
Great Pyrenees,Canis lupus familiaris,Omnivore,Nocturnal+,10 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Great Pyrenees Mix,Canis lupus familiaris,Omnivore,Cathemeral+,4 years,65 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Great White Shark,Carcharodon carcharias,Carnivore,Cathemeral+,40 years,2000 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,carcharias,Found in 26 locations
Greater Swiss Mountain Dog,Canis lupus familiaris,Omnivore,Diurnal+,4 years,64 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Grebe,Podicipedidae,Carnivore,Diurnal+,8 years,2 lbs,Not Evaluated,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,,,Found in 50 countries
Green Anaconda,Eunectes murinus,Carnivore,Cathemeral+,10 years,97.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,Eunectes murinus,Found in 12 countries
Green Anole,Anolis carolinensis,Insectivore,Diurnal+,3 years,0.006 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Found in 11 states/provinces
Green Aphids,Aphididae,Herbivore,Cathemeral+,30 years,1.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,,,
Green Bee-Eater,Merops orientalis,Insectivore,Diurnal,5 years,0.022 lbs,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops orientalis,Found in 29 countries
Green Bottle Blue Tarantula,Chromatopelma cyaneopubescens,Insectivore,Nocturnal+,8 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Chromatopelma,Chromatopelma cyaneopubescens,Found in 1 country
Green Frog,Lithobates clamitans,Carnivore,Cathemeral,6 years,0.085 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,clamitans,Found in 40 states/provinces
Green Heron,Butorides virescens,Carnivore,Diurnal+,5 years,0.31 lbs,Least Concern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Found in 72 locations
Green June Beetle,Cotinis nitida,Detritivore,Diurnal+,12 years,0.0025 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis,nitida,Found in 32 states/provinces
Green Mamba,,Carnivore,Diurnal+,11 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,,
Green Rat Snake,Gonyosoma oxycephalum,Carnivore,Diurnal+,12 years,1.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Gonyosoma,Gonyosoma oxycephalum,Found in 5 countries
Green Snake,Opheodrys aestivus,Insectivore,Diurnal+,5 years,0.03 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Found in 22 states/provinces
Green Sunfish,Lepomis cyanellus,Omnivore,Diurnal+,6 years,0.96 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Lepomis,Lepomis cyanellus,Found in 21 states/provinces
