name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Desert Rain Frog,Breviceps macrops,Insectivore,Nocturnal+,5 years,0.03 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,macrops,Found in 2 countries
Desert Tortoise,Gopherus agassizii,Herbivore,Diurnal+,60 years,7 lbs,Vulnerable,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Found in 4 states/provinces
Desert Wolf,,Crepuscular+,Crepuscular+,90 lbs,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,,
Desmostylus,Desmostylus,Herbivore,Diurnal+,25 years,2000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Desmostylia,Desmostylidae,Desmostylus,,Found in 4 countries
Deutsche Bracke,Canis lupus familiaris,Omnivore,Diurnal+,12 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 3 countries
Devil’s Coach Horse Beetle,Ocypus olens,Insectivore,Nocturnal+,2 years,0.0007 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,Ocypus olens,Found in 44 countries
Devon Rex,Felis catus,Carnivore,Cathemeral+,12 years,4.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,Found in 1 country
Dhole,Cuon alpinus,Carnivore,Diurnal+,7 years,21 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,Cuon alpinus,Found in 13 countries
Diamond Python,Morelia spilota spilota,Carnivore,Cathemeral+,15 years,15 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,Morelia spilota,Found in 1 country
Diamondback Moth,Plutella xylostella,Herbivore,Crepuscular+,30 years,1.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Plutellidae,Plutella,Plutella xylostella,Found in 14 countries
Dickcissel,Spiza americana,Omnivore,Diurnal+,3 years,0.032 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Spiza,Spiza americana,Found in 33 locations
Dickinsonia,Dickinsonia,Detritivore,Cathemeral,,,,Animalia,Dickinsoniidae,Dickinsonia,,,,,Found in 3 countries
Dik-Dik,Madoqua,Herbivore,Diurnal+,6.5 years,7.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,,Found in 9 countries
Dilophosaurus,Dilophosaurus wetherilli,Carnivore,Diurnal+,18 years,450 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Dilophosauridae,Dilophosaurus,wetherilli,Found in 2 states/provinces
Dimetrodon,Dimetrodon,Carnivore,Diurnal+,15 years,250 lbs,Not Evaluated,Animalia,Chordata,Synapsida,Sphenacodontia,Sphenacodontidae,Dimetrodon,,Found in 2 countries
Diminutive Woodrat,Neotoma lepida,Herbivore,Nocturnal+,2.5 years,0.33 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma lepida,Found in 11 locations
Dingo,Canis lupus dingo,Omnivore,Crepuscular+,7 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Dinocrocuta,Dinocrocuta,Scavenger,Nocturnal+,12 years,220 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Percrocutidae,Dinocrocuta,,Found in 5 countries
Dinofelis,Dinofelis,Carnivore,Crepuscular+,120 lbs,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Dinofelis,,Found in 19 countries
Dinopithecus,Dinopithecus,Omnivore,Diurnal+,22 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Dinopithecus,,Found in 1 country
Dinosaur Shrimp,Triops,Omnivore,Diurnal+,60 years,0.01 lbs,Not Evaluated,Animalia,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Triops,,Found in 26 countries
Dinosaurs,Dinosauria,Diurnal+,Diurnal+,90000 lbs,,,Animalia,Chordata,Reptilia,Dinosauria,,,,Found in 28 countries
Diplodocus,Diplodocus,Herbivore,Cathemeral+,70 years,25000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Diplodocidae,Diplodocus,,Found in 1 country
Diprotodon,Diprotodon,Herbivore,Cathemeral+,35 years,2700 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Diprotodontia,Diprotodontidae,Diprotodon,,Found in 1 country
Dire Wolf,Aenocyon dirus,Carnivore,Crepuscular+,6 years,79 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Aenocyon,dirus,Found in 17 locations
Disco Clam,Ctenoides ales,,Diurnal+,,,,Animalia,Mollusca,Bivalvia,Limoida,Limidae,Ctenoides,ales,Found in 4 countries
Discus,Symphysodon,Omnivore,Diurnal+,8 years,0.7 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Symphysodon,,Found in 3 countries
Diving Bell Spider (Water Spider),Argyroneta aquatica,Carnivore,Nocturnal+,2 years,,,Animalia,Arthropoda,Arachnida,Araneae,Cybaeidae,Argyroneta,Argyroneta aquatica,Found in 40 countries
Diving Duck,Anatidae (subset: primarily diving lineages within Anatidae),Omnivore,Diurnal+,8 years,3 lbs,Not Evaluated,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,Found in 52 countries
Doberman Pinscher,Canis lupus familiaris,Omnivore,Diurnal+,11 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Dobsonfly,Corydalidae,Carnivore,Nocturnal+,3 years,0.006 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,,,Found in 27 countries
Dodo,Raphus cucullatus,Frugivore,Diurnal,20 years,18 lbs,Extinct,Animalia,Chordata,Aves,Columbiformes,Columbidae,Raphus,Raphus cucullatus,Found in 1 country
Doedicurus,Doedicurus,Herbivore,Diurnal+,25 years,2500 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Doedicurus,,Found in 5 countries
Types of Dogs: All Breeds From A-Z,,,,,,,,,,,,,,
Dog Tick,Dermacentor variabilis,Sanguivore,Diurnal+,2 years,0.0006 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,Found in 47 states/provinces
Dogo Argentino,Canis lupus familiaris,Omnivore,Diurnal+,4 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Dogue De Bordeaux,Canis lupus familiaris,Omnivore,Diurnal+,3.5 years,68 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Dolphin,Delphinidae,Carnivore,Cathemeral+,30 years,6000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,,,Found in 111 countries
Donkey,Equus asinus,Herbivore,Diurnal+,15 years,480 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Found in 4 countries
Dorgi,Canis lupus familiaris,Omnivore,Diurnal+,5 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Dorkie,Canis lupus familiaris,Omnivore,Diurnal+,5 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Dorking Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,5 years,4.5 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 1 country
Dormouse,Gliridae,Omnivore,Nocturnal+,4 years,0.3 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Gliridae,,,Found in 98 countries
Double Doodle,Canis lupus familiaris,Omnivore,Diurnal+,13 years,35 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Douc,Pygathrix,Folivore,Diurnal,20 years,11.5 lbs,Endangered,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,,Found in 3 countries
Downy Woodpecker,Dryobates pubescens,Insectivore,Diurnal,2 years,0.028 lbs,Least Concern,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates pubescens,Found in 62 locations
Doxiepoo,Canis lupus familiaris,Omnivore,Diurnal+,5 years,12 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Doxle,Canis lupus familiaris,Omnivore,Diurnal+,13 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Draco Volans Lizard,Draco volans,Insectivore,Diurnal,3 years,0.03 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Agamidae,Draco,Draco volans,Found in 5 countries
Dragon Eel,Enchelycore pardalis,Carnivore,Nocturnal+,12 years,,,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Enchelycore,Enchelycore pardalis,Found in 33 locations
"Dragon Snake (Javan Tubercle Snake, Javan Mudsnake)",Xenodermus javanicus,Carnivore,Nocturnal,0.12 lbs,,,Animalia,Chordata,Reptilia,Squamata,Xenodermidae,Xenodermus,Xenodermus javanicus,Found in 5 countries
Dragonfish,,Carnivore,Nocturnal+,6 years,0.6 lbs,Data Deficient,Animalia,Chordata,,,,,,
Dragonfly,Odonata,Insectivore,Diurnal+,2 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Odonata,,,,
Dreadnoughtus,Dreadnoughtus schrani,Herbivore,Cathemeral,65 years,65000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Titanosauridae,Dreadnoughtus,Dreadnoughtus schrani,Found in 1 country
Drever,Canis lupus familiaris,Omnivore,Diurnal+,13 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Dried Fruit Moth,Plodia interpunctella,Granivore,Nocturnal+,60 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,Plodia interpunctella,Found in 5 countries
Dromornis stirtoni,Dromornis stirtoni,Herbivore,Diurnal,650 lbs,,,Animalia,Chordata,Aves,Anseriformes,Dromornithidae,Dromornis,stirtoni,Found in 1 country
Drum Fish,Sciaenidae,Carnivore,Diurnal+,12 years,100 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Acanthuriformes,Sciaenidae,,,Found in 39 countries
Dubia Cockroach,Blaptica dubia,Omnivore,Nocturnal+,1 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Blaptica,Blaptica dubia,Found in 5 countries
Duck,Anatidae,Omnivore,Diurnal+,7 years,7 lbs,Not Evaluated,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,Found in 63 countries
Dugong,Dugong dugon,Herbivore,Cathemeral+,30 years,420 lbs,Vulnerable,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Dugong dugon,Found in 38 countries
Dumeril’s Boa,Acrantophis dumerili,Carnivore,Nocturnal+,15 years,15 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Boidae,Acrantophis,Acrantophis dumerili,Found in 1 country
Dung Beetle,Scarabaeidae,Detritivore,Diurnal+,12 years,0.02 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,Found in 50 countries
Dungeness Crab,Metacarcinus magister,Omnivore,Nocturnal+,9 years,2 lbs,Least Concern,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,magister,Found in 6 states/provinces
Dunker,Canis lupus familiaris,Omnivore,Diurnal+,5 years,23 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Dunkleosteus,Dunkleosteus,Carnivore,Cathemeral+,18 years,4000 lbs,Not Evaluated,Animalia,Chordata,Placodermi,Arthrodira,Dunkleosteidae,Dunkleosteus,,Found in 4 countries
Dunnock,Prunella modularis,Insectivore,Diurnal+,2 years,0.024 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis,Found in 46 countries
Dusky Dolphin,Lagenorhynchus obscurus,Carnivore,Cathemeral+,20 years,100 lbs,Least Concern,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus obscurus,Found in 6 countries
Dusky Shark,Carcharhinus obscurus,Carnivore,Nocturnal+,40 years,347 lbs,Endangered,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus obscurus,Found in 30 locations
Dutch Rabbit,Oryctolagus cuniculus,Herbivore,Crepuscular+,7 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Found in 1 country
Dutch Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,12.5 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Dwarf Boa,,Carnivore,Nocturnal+,15 years,0.8 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,,,,Found in 6 countries
Dwarf Crocodile,Osteolaemus tetraspis,Carnivore,Nocturnal+,40 years,32 lbs,Vulnerable,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,Osteolaemus tetraspis,Found in 16 countries
Dwarf Gourami,Trichogaster lalius,Omnivore,Diurnal,2 years,0.009 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Anabantiformes,Osphronemidae,Trichogaster,Trichogaster lalius,Found in 4 countries
Dwarf Hamster,Phodopus,Omnivore,Nocturnal+,1.2 years,0.05 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,,Found in 4 countries
