name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Olingo,Bassaricyon,Omnivore,Nocturnal+,9 years,1.6 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,,Found in 12 countries
Olive Baboon,Papio anubis,Omnivore,Diurnal,22 years,37 lbs,Least Concern,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,Found in 25 countries
Olive python,Liasis olivaceus,Carnivore,Nocturnal+,15 years,20 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,Liasis olivaceus,Found in 1 country
Olive Sea Snake,Aipysurus laevis,Piscivore,Cathemeral+,10 years,2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aipysurus,laevis,Found in 3 countries
Olm,Proteus anguinus,Carnivore,Cathemeral,68.5 years,0.03 lbs,Vulnerable,Animalia,Chordata,Amphibia,Urodela,Proteidae,Proteus,anguinus,Found in 4 countries
Olympic Marmot,Marmota olympus,Herbivore,Diurnal+,7 years,7 lbs,Near Threatened,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota olympus,Found in 1 state/province
Onagadori Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,5 years,3 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 1 country
Onager,Equus hemionus onager,Herbivore,Crepuscular+,15 years,260 lbs,Endangered,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus hemionus,Found in 1 country
Opabinia,Opabinia regalis,Carnivore,Cathemeral,,,,Animalia,Arthropoda,Opabiniidae,Opabinia,regalis,,,Found in 1 state/province
Opah,Lampridae,Carnivore,Cathemeral+,8 years,270 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Lampriformes,Lampridae,,,
Opaleye (Rudderfish),Girella nigricans,Omnivore,Diurnal+,12 years,1.6 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Girella,Girella nigricans,Found in 4 states/provinces
Opossum,Didelphidae,Omnivore,Nocturnal+,1.5 years,7 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,,,Found in 24 countries
Oranda Goldfish,Carassius auratus,Omnivore,Diurnal+,10 years,0.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Found in 1 country
Orange Baboon Tarantula,Pterinochilus murinus,Insectivore,Nocturnal+,7 years,,,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Pterinochilus,murinus,Found in 3 countries
Orange Dream Ball Python,Python regius,Carnivore,Crepuscular+,15 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Orange Roughy,Hoplostethus atlanticus,Carnivore,Nocturnal+,100 years,7 lbs,Endangered,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus,Hoplostethus atlanticus,Found in 15 countries
Orange Spider,Araneus marmoreus,Insectivore,Crepuscular+,12 years,,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus marmoreus,Found in 78 locations
Orange Tanager (Orange-Headed Tanager),,Diurnal,Diurnal,0.12 lbs,,,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,,
Orange-Crowned Warbler,Leiothlypis celata,Insectivore,Diurnal+,2.5 years,0.01 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,celata,Found in 45 locations
Orangutan,Pongo,Omnivore,Diurnal+,40 years,100 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,,Found in 3 countries
Orb Weaver,Araneidae,Insectivore,Nocturnal+,12 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,,
Orchard Oriole,Icterus spurius,Insectivore,Diurnal,3 years,0.028 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,spurius,Found in 49 locations
Orchid Dottyback,Pseudochromis fridmani,Carnivore,Diurnal,4 years,,,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Pseudochromis,Pseudochromis fridmani,Found in 7 countries
Oregon Spotted Frog,Rana pretiosa,Omnivore,Diurnal+,8 years,0.07 lbs,Endangered,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,pretiosa,Found in 4 states/provinces
Ori-Pei,Canis lupus familiaris,Omnivore,Diurnal+,12 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Oribi,Ourebia ourebi,Herbivore,Diurnal+,10 years,22 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,Ourebia ourebi,Found in 31 countries
Oriental Cockroach,Blatta orientalis,Omnivore,Nocturnal+,18 years,0.0012 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Blatta,orientalis,Found in 7 countries
Oriental Dwarf Kingfisher,Ceyx erithaca,Insectivore,Diurnal+,4 years,0.021 lbs,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx erithaca,Found in 15 countries
Orinoco Crocodile,Crocodylus intermedius,Carnivore,Cathemeral+,50 years,500 lbs,Critically Endangered,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,Crocodylus intermedius,Found in 2 countries
Ornate Bichir,Polypterus ornatipinnis,Carnivore,Nocturnal+,12 years,2.5 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Polypteriformes,Polypteridae,Polypterus,ornatipinnis,Found in 2 countries
Ornate Black-Tailed Rattlesnake,Crotalus molossus ornatus,Carnivore,Crepuscular+,12 years,1.6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus molossus,Found in 3 locations
Ornate Box Turtle,Terrapene ornata,Omnivore,Diurnal+,30 years,0.9 lbs,Near Threatened,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,Terrapene ornata,Found in 17 states/provinces
Ornithocheirus,Ornithocheirus,Piscivore,Diurnal+,35 lbs,,,Animalia,Chordata,Reptilia,Pterosauria,Ornithocheiridae,Ornithocheirus,,Found in 1 country
Ornithomimus,Ornithomimus,Omnivore,Diurnal+,15 years,250 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Ornithomimidae,Ornithomimus,,Found in 2 countries
Ortolan Bunting,Emberiza hortulana,Omnivore,Diurnal+,2.5 years,0.028 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,hortulana,Found in 63 countries
Oscar Fish,Astronotus ocellatus,Omnivore,Diurnal+,10 years,1.6 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Astronotus,ocellatus,Found in 9 countries
Osprey,Pandion haliaetus,Piscivore,Diurnal+,10 years,2.1 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Found in 68 locations
Ostracod,Ostracoda,Omnivore,Cathemeral+,6 years,0.001 lbs,Not Evaluated,Animalia,Arthropoda,Ostracoda,,,,,Found in 25 countries
Ostrich,Struthio camelus,Omnivore,Diurnal+,35 years,145 lbs,Least Concern,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus,Found in 13 countries
Otter,Lutrinae,Carnivore,Diurnal+,12 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,,,Found in 126 countries
Otterhound,Canis lupus familiaris,Omnivore,Diurnal+,5 years,52 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Ovenbird,Seiurus aurocapilla,Insectivore,Diurnal+,2 years,0.028 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Found in 61 locations
Oviraptor,Oviraptor,Omnivore,Diurnal+,15 years,40 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Oviraptoridae,Oviraptor,,Found in 1 country
Owl,Strigiformes,Carnivore,Nocturnal+,10 years,4.6 lbs,Not Evaluated,Animalia,Chordata,Aves,Strigiformes,,,,Found in 40 countries
Owl Butterfly,Caligo,Herbivore,Crepuscular+,3 years,0.004 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Caligo,,Found in 20 countries
Owlfly (Ascalaphidae),Ascalaphidae,Insectivore,Diurnal+,18 years,0.002 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,,,Found in 50 countries
Ox,Bos taurus,Herbivore,Cathemeral+,12 years,1200 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,Found in 7 countries
Oxpecker,Buphagus,Insectivore,Diurnal+,9 years,0.075 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Buphagidae,Buphagus,,Found in 28 countries
Oyster,Ostreidae,,Cathemeral,5 years,3 lbs,Not Evaluated,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,,,Found in 40 countries
Oyster Toadfish,Opsanus tau,Carnivore,Nocturnal+,8 years,1.1 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Opsanus,tau,Found in 12 states/provinces
Ozark Bass,Ambloplites constellatus,Carnivore,Diurnal+,6 years,0.9 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Ambloplites,constellatus,Found in 2 states/provinces
