name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Aesculapian Snake,Zamenis longissimus,Carnivore,Diurnal+,12 years,1.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Zamenis,Zamenis longissimus,Found in 25 countries
Affenpinscher,Canis lupus familiaris,Omnivore,Diurnal+,4 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Afghan Hound,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
African Bullfrog,Pyxicephalus adspersus,Carnivore,Nocturnal+,10 years,1.4 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,adspersus,Found in 7 countries
African Bush Elephant,Loxodonta africana,Herbivore,Cathemeral+,60 years,10400 lbs,Endangered,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,Found in 28 countries
African Civet,Civettictis civetta,Omnivore,Nocturnal+,12.5 years,20 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Civettictis civetta,Found in 41 countries
African Clawed Frog,Xenopus laevis,Carnivore,Nocturnal+,10 years,0.22 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,Found in 7 countries
African Elephant,Loxodonta africana,Herbivore,Cathemeral+,60 years,10400 lbs,Endangered,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,Found in 33 countries
African Fish Eagle,Haliaeetus vocifer,Piscivore,Diurnal,15 years,3.6 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus vocifer,Found in 36 countries
African Forest Elephant,Loxodonta cyclotis,Herbivore,Cathemeral+,60 years,4500 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta cyclotis,Found in 13 countries
African Golden Cat,Caracal aurata,Carnivore,Nocturnal+,11 years,16 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,aurata,Found in 16 countries
African Grey Parrot,Psittacus erithacus,Frugivore,Diurnal+,23 years,0.55 lbs,Endangered,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus,Found in 9 countries
African Jacana,Actophilornis africanus,Insectivore,Diurnal,7 years,0.275 lbs,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Actophilornis,Actophilornis africanus,Found in 38 countries
African Palm Civet,Nandinia binotata,Omnivore,Nocturnal+,9 years,5 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,Found in 20 countries
African Penguin,Spheniscus demersus,Piscivore,Diurnal,11 years,3.5 lbs,Endangered,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus demersus,Found in 2 countries
African Sugarcane Borer,Eldana saccharina,Herbivore,Nocturnal,60 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Eldana,Eldana saccharina,Found in 13 countries
African Tree Toad,Nectophryne,Insectivore,Nocturnal+,5 years,0.012 lbs,Not Evaluated,Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophryne,,Found in 11 countries
African Wild Dog,Lycaon pictus,Carnivore,Crepuscular+,7 years,36 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,Lycaon pictus,Found in 11 countries
Africanized bee (killer bee),Apis mellifera,Nectarivore,Diurnal+,42 years,0.00025 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,
Agama Lizard,Agama,Omnivore,Diurnal+,6 years,0.25 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,,Found in 52 countries
Agkistrodon Contortrix,Agkistrodon contortrix,Carnivore,Crepuscular+,12 years,0.6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,Found in 28 states/provinces
Agouti,Dasyprocta,Frugivore,Diurnal+,8 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,,Found in 20 countries
Aidi,Canis lupus familiaris,Omnivore,Cathemeral+,4 years,35 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Ainu,Canis lupus familiaris,Omnivore,Crepuscular+,13 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Airedale Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,29 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Airedoodle,Canis lupus familiaris,Omnivore,Diurnal+,12 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,
Akbash,Canis lupus familiaris,Omnivore,Cathemeral+,11 years,64 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Akita,Canis lupus familiaris,Omnivore,Diurnal+,4 years,59 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Akita Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,12 years,50 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 8 countries
Alabai (Central Asian Shepherd),Canis lupus familiaris,Omnivore,Diurnal+,5 years,80 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 5 countries
Alaskan Husky,Canis lupus familiaris,Omnivore,Diurnal+,7 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Alaskan Klee Kai,Canis lupus familiaris,Omnivore,Diurnal+,5 years,10.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Alaskan Malamute,Canis lupus familiaris,Omnivore,Diurnal+,12 years,43 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Alaskan Pollock,Gadus chalcogrammus,Carnivore,Cathemeral,12 years,1.4 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Found in 7 locations
Alaskan Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,4 years,52 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Albacore Tuna,Thunnus alalunga,Carnivore,Cathemeral,9 years,60.3 lbs,Near Threatened,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,Thunnus alalunga,
Albatross,Diomedeidae,Carnivore,Diurnal+,35 years,12 lbs,Not Evaluated,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,,,
Albertonectes,Albertonectes,Carnivore,Cathemeral+,30 years,5000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Plesiosauria,Elasmosauridae,Albertonectes,,Found in 1 country
Albino (Amelanistic) Corn Snake,Pantherophis guttatus,Carnivore,Crepuscular+,6 years,1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,guttatus,Found in 13 states/provinces
Aldabra Giant Tortoise,Aldabrachelys gigantea,Herbivore,Diurnal+,100 years,300 lbs,Vulnerable,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Aldabrachelys,Aldabrachelys gigantea,Found in 1 country
Alligator Gar,Atractosteus spatula,Carnivore,Cathemeral+,30 years,137 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus,spatula,Found in 13 locations
Allosaurus,Allosaurus,Carnivore,Cathemeral+,22 years,2500 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Allosauridae,Allosaurus,,Found in 2 countries
Alpaca,Vicugna pacos,Herbivore,Diurnal+,18 years,90 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,Found in 2 countries
Alpine Dachsbracke,Canis lupus familiaris,Omnivore,Diurnal+,13 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Alpine Goat,Capra hircus,Herbivore,Diurnal+,7 years,110 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Found in 1 country
Alusky,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Amano Shrimp,Caridina multidentata,Omnivore,Crepuscular+,2 years,,,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,multidentata,Found in 2 countries
Amargasaurus,Amargasaurus cazaui,Herbivore,Cathemeral,22 years,3500 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Dicraeosauridae,Amargasaurus,cazaui,Found in 1 country
Amazon Parrot,Amazona,Herbivore,Diurnal+,25 years,0.7 lbs,Not Evaluated,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,,Found in 32 countries
Amazon River Dolphin (Pink Dolphin),Inia geoffrensis,Carnivore,Cathemeral+,20 years,185 lbs,Endangered,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,geoffrensis,Found in 6 countries
Amazon Tree Boa,Corallus hortulanus,Carnivore,Nocturnal+,12 years,1 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,Corallus hortulanus,Found in 10 countries
Amazonian Royal Flycatcher,Onychorhynchus coronatus,Insectivore,Diurnal,5 years,0.017 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tityridae,Onychorhynchus,Onychorhynchus coronatus,Found in 9 countries
Amberjack,Seriola,Piscivore,Diurnal+,10 years,96 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Seriola,,Found in 43 countries
Ambrosia Beetle,Curculionidae,Herbivore,Nocturnal+,9 years,0.0001 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Found in 26 countries
American Alligator,Alligator mississippiensis,Carnivore,Cathemeral+,40 years,450 lbs,Least Concern,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,Alligator mississippiensis,Found in 10 states/provinces
American Alsatian,Canis lupus familiaris,Omnivore,Diurnal+,6 years,64 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
American Bulldog,Canis lupus familiaris,Omnivore,Diurnal+,5 years,54 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 8 states/provinces
American Bully,Canis lupus familiaris,Omnivore,Diurnal+,10.5 years,57 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 state/province
American Cocker Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,4 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
American Cockroach,Periplaneta americana,Omnivore,Nocturnal+,12 years,0.0015 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta americana,Found in 5 countries
American Coonhound,Canis lupus familiaris,Omnivore,Crepuscular+,11 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 4 states/provinces
American Dog Tick,Dermacentor variabilis,Sanguivore,Diurnal+,2 years,0.0006 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,Found in 45 locations
American Eel,Anguilla rostrata,Carnivore,Nocturnal+,12 years,7.6 lbs,Endangered,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata,Found in 54 locations
American Eskimo Dog,Canis lupus familiaris,Omnivore,Diurnal+,14 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
American Foxhound,Canis lupus familiaris,Omnivore,Diurnal+,5 years,35 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 2 states/provinces
American Hairless Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 state/province
American Leopard Hound,Canis lupus familiaris,Omnivore,Crepuscular+,5.5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 3 states/provinces
American Paddlefish,Polyodon spathula,,Cathemeral,25 years,90 lbs,Vulnerable,Animalia,Chordata,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,Polyodon spathula,Found in 21 states/provinces
American Pit Bull Terrier,Canis lupus familiaris,Omnivore,Diurnal+,4 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus (domestic dog: Canis lupus familiaris),Found in 1 country
American Pugabull,Canis lupus familiaris,Omnivore,Diurnal+,5 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 states/provinces
American Pygmy Goat,Capra hircus,Herbivore,Diurnal+,10 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,Found in 2 countries
American Robin,Turdus migratorius,Omnivore,Diurnal+,2 years,0.094 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus migratorius,Found in 79 states/provinces
American Staffordshire Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
American Toad,Anaxyrus americanus,Insectivore,Nocturnal+,6 years,0.08 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Found in 37 states/provinces
American Water Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,5 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
American Wirehair,Felis catus,Carnivore,Crepuscular+,16 years,6.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 state/province
Amethystine Python (Scrub Python),Morelia amethistina,Carnivore,Nocturnal+,15 years,25 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,Morelia amethistina,Found in 2 countries
Amphicoelias Fragillimus,Maraapunisaurus fragillimus,Herbivore,Cathemeral,50 years,120000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Rebbachisauridae,Maraapunisaurus,Maraapunisaurus fragillimus,Found in 1 state/province
Amur Leopard,Panthera pardus orientalis,Carnivore,Nocturnal+,12 years,50 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus,Found in 2 countries
Anaconda,Eunectes,Carnivore,Crepuscular+,18 years,200 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,,Found in 12 countries
Anatolian Shepherd Dog,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,68 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Anchovies,Engraulidae,,Diurnal+,3 years,0.3 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,,,Found in 26 countries
Andrewsarchus,Andrewsarchus,Scavenger,Cathemeral+,18 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Mesonychia,Andrewsarchidae,Andrewsarchus,,Found in 1 country
Angelfish,Pomacanthidae,Omnivore,Diurnal+,12 years,5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,,Found in 44 countries
Angelshark,Squatinidae,Carnivore,Nocturnal+,18 years,80 lbs,Not Evaluated,Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,,,Found in 30 countries
Angled Sunbeam Caterpillar,Curetis acuta,Folivore,Nocturnal,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Curetis,Curetis acuta,Found in 9 countries
Anglerfish,Lophiiformes,Carnivore,Cathemeral+,8 years,57 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Lophiiformes,,,,
Angora Ferret,Mustela putorius furo,Carnivore,Crepuscular+,7 years,2.2 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,Found in 2 countries
Angora Goat,Capra aegagrus hircus,Herbivore,Diurnal+,10 years,70 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Found in 1 country
Anhinga,Anhinga anhinga,Piscivore,Diurnal+,8 years,1.35 lbs,Least Concern,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Anhinga anhinga,Found in 42 locations
Anna’s Hummingbird,Calypte anna,Omnivore,Diurnal+,3 years,0.0057 lbs,Least Concern,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte anna,Found in 8 states/provinces
Anole Lizard,Anolis,Insectivore,Diurnal+,3 years,0.12 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,,Found in 41 countries
Anomalocaris,Anomalocaris,Carnivore,Cathemeral+,3 years,4 lbs,Not Evaluated,Animalia,Arthropoda,Anomalocaris,,,,,Found in 3 countries
Ant,Formicidae,Omnivore,Diurnal+,3 years,0.0003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,Found in 25 countries
Antarctic Scale Worm,Eulagisca gigantea,Scavenger,Cathemeral,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eulagisca,gigantea,Found in 1 country
Anteater,Myrmecophagidae,Myrmecophage,Nocturnal+,12 years,50 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,,,Found in 19 countries
Antelope,Bovidae,Herbivore,Diurnal+,12 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,,,Found in 70 countries
Anteosaurus,Anteosaurus magnificus,Carnivore,Cathemeral+,15 years,900 lbs,Not Evaluated,Animalia,Chordata,Synapsida,Therapsida,Anteosauridae,Anteosaurus,Anteosaurus magnificus,Found in 1 country
Antiguan Racer Snake,Alsophis antiguae,Carnivore,Diurnal,,,,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Alsophis,antiguae,Found in 1 country
Aoudad Sheep,Ammotragus lervia,Herbivore,Diurnal+,11 years,145 lbs,Vulnerable,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,Ammotragus lervia,Found in 10 countries
Ape,Primates,Omnivore,Diurnal,20 years,250 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,,,,Found in 30 countries
Apennine Wolf,Canis lupus italicus,Carnivore,Cathemeral+,6 years,35 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 3 countries
Appenzeller Dog,Canis lupus familiaris,Omnivore,Diurnal+,5 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Apple Head Chihuahua,Canis lupus familiaris,Omnivore,Diurnal+,15 years,3 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Apple Moth,Epiphyas postvittana,Herbivore,Crepuscular+,70 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiphyas,Epiphyas postvittana,Found in 1 country
Arabian Cobra,Naja arabica,Carnivore,Nocturnal+,2.5 lbs,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,arabica,Found in 2 countries
Arabian Wolf,Canis lupus arabs,Carnivore,Nocturnal+,6 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 10 countries
Arafura File Snake,Acrochordus arafurae,Piscivore,Nocturnal+,10 years,6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,arafurae,Found in 3 countries
Arambourgiania,Arambourgiania,Carnivore,Diurnal+,15 years,250 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Pterosauria,Azhdarchidae,Arambourgiania,,Found in 1 country
Arapaima,Arapaima,Carnivore,Cathemeral+,15 years,200 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Arapaimidae,Arapaima,,Found in 7 countries
Archaeoindris,Archaeoindris,Folivore,Cathemeral+,244 lbs,,,Animalia,Chordata,Mammalia,Primates,Palaeopropithecidae,Archaeoindris,,Found in 1 country
Archaeopteryx,Archaeopteryx lithographica,Carnivore,Cathemeral,1 lbs,,,Animalia,Chordata,Aves,Theropoda,Archaeopterygidae,Archaeopteryx,lithographica,Found in 1 country
Archaeotherium,Archaeotherium,Omnivore,Diurnal+,15 years,700 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Entelodontidae,Archaeotherium,,Found in 1 country
Archelon Turtle,Archelon ischyros,Carnivore,Cathemeral,2700 lbs,,,Animalia,Chordata,Reptilia,Testudines,Protostegidae,Archelon,ischyros,Found in 2 states/provinces
Archerfish,Toxotidae,Insectivore,Diurnal,7 years,1.2 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Carangiformes,Toxotidae,,,Found in 16 countries
Arctic Char,Salvelinus alpinus,Carnivore,Cathemeral+,12 years,15 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus alpinus,Found in 19 locations
Arctic Fox,Vulpes lagopus,Omnivore,Cathemeral+,4 years,9 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus,Found in 11 locations
Arctic Hare,Lepus arcticus,Herbivore,Cathemeral+,3 years,5.5 lbs,Least Concern,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus arcticus,Found in 5 locations
Arctic Wolf,Canis lupus arctos,Carnivore,Cathemeral+,7 years,54 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Arctodus,Arctodus,Omnivore,Cathemeral+,18 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Arctodus,,Found in 3 countries
Arctotherium,Arctotherium,Omnivore,Cathemeral+,1600 lbs,,,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Arctotherium,,Found in 7 countries
Argentavis Magnificens,Argentavis magnificens,Scavenger,Diurnal+,30 years,80 lbs,Not Evaluated,Animalia,Chordata,Aves,Cathartiformes,Teratornithidae,Argentavis,magnificens,Found in 1 country
Argentine Black and White Tegu,Salvator merianae,Omnivore,Diurnal+,12 years,10 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Teiidae,Salvator,merianae,Found in 5 countries
Argentine Horned Frog,Ceratophrys ornata,Carnivore,Nocturnal+,5 years,0.5 lbs,Near Threatened,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Ceratophrys,ornata,Found in 3 countries
Argentinosaurus,Argentinosaurus huinculensis,Herbivore,Cathemeral,75 years,80000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Titanosauridae,Argentinosaurus,huinculensis,Found in 1 country
Arizona Bark Scorpion,Centruroides sculpturatus,Insectivore,Nocturnal+,4 years,,,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,sculpturatus,Found in 6 locations
Arizona Black Rattlesnake,Crotalus cerberus,Carnivore,Diurnal+,12 years,1.8 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,cerberus,Found in 1 state/province
Arizona Blonde Tarantula,Aphonopelma chalcodes,Carnivore,Crepuscular+,20 years,0.035 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,chalcodes,Found in 4 states/provinces
Arizona Coral Snake,Micruroides euryxanthus,Carnivore,Nocturnal+,0.12 lbs,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Found in 5 states/provinces
Armadillo,Cingulata,Insectivore,Nocturnal+,8 years,33 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Cingulata,,,,Found in 23 countries
Armadillo Lizard,Ouroborus cataphractus,Insectivore,Diurnal+,12 years,0.12 lbs,Vulnerable,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Ouroborus,cataphractus,Found in 1 country
