name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Eastern Dobsonfly,Corydalus cornutus,Carnivore,Nocturnal+,7 years,,,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,cornutus,Found in 39 states/provinces
Eastern Fence Lizard,Sceloporus undulatus,Insectivore,Diurnal+,3 years,0.015 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,Sceloporus undulatus,Found in 24 states/provinces
Eastern Glass Lizard,Ophisaurus ventralis,Insectivore,Diurnal+,7 years,,,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,Ophisaurus ventralis,Found in 8 states/provinces
Eastern Gorilla,Gorilla beringei,Herbivore,Diurnal,35 years,220 lbs,Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,Found in 3 countries
Eastern Gray Squirrel,Sciurus carolinensis,Omnivore,Diurnal+,6 years,0.6 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Found in 37 states/provinces
Eastern Green Mamba,Dendroaspis angusticeps,Carnivore,Diurnal,10 years,1.6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Found in 7 countries
Eastern Hognose Snake,Heterodon platirhinos,Carnivore,Diurnal+,7 years,0.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,Heterodon platirhinos,Found in 35 states/provinces
Eastern Indigo Snake,Drymarchon couperi,Carnivore,Diurnal+,12 years,5 lbs,Near Threatened,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,couperi,Found in 5 states/provinces
Eastern Kingbird,Tyrannus tyrannus,Insectivore,Diurnal,3 years,0.055 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,Tyrannus tyrannus,Found in 83 locations
Eastern Lowland Gorilla,Gorilla beringei graueri,Folivore,Diurnal,35 years,220 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,Found in 1 country
Eastern Meadowlark,Sturnella magna,Omnivore,Diurnal+,2 years,0.15 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna,Found in 55 locations
Eastern Phoebe,Sayornis phoebe,Insectivore,Diurnal+,3 years,0.02 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis phoebe,Found in 52 locations
Eastern Racer,Coluber constrictor constrictor,Carnivore,Diurnal+,5 years,0.8 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,Found in 22 states/provinces
Eastern Rat Snake,Pantherophis alleghaniensis,Carnivore,Diurnal+,10 years,2.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,alleghaniensis,Found in 15 states/provinces
Eastern Tiger Snake,Notechis scutatus,Carnivore,Diurnal+,10 years,2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,Notechis scutatus,Found in 1 country
Eastern Turkey (Wild Turkey),Meleagris gallopavo silvestris,Omnivore,Diurnal+,3 years,11 lbs,Least Concern,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,Found in 31 states/provinces
Eastern Woodrat,Neotoma floridana,Herbivore,Nocturnal+,1 years,0.42 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma floridana,Found in 21 states/provinces
Echidna,Tachyglossidae,Myrmecophage,Nocturnal+,30 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,,,Found in 3 countries
Eclectus Parrot,Eclectus roratus,Frugivore,Diurnal,23 years,0.61 lbs,Least Concern,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Eclectus,roratus,Found in 4 countries
Edible Frog,Pelophylax esculentus,Insectivore,Diurnal+,6 years,0.06 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,Pelophylax esculentus,Found in 26 countries
Eel,Anguilliformes,Carnivore,Nocturnal+,10 years,110 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Anguilliformes,,,,Found in 32 countries
Eel catfish,Plotosidae,Carnivore,Nocturnal+,10 years,6 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,,,Found in 29 countries
Eelpout,Zoarcidae,Carnivore,Nocturnal+,8 years,10 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,,,Found in 22 countries
Egret,Ardeidae,Carnivore,Diurnal+,12 years,1.5 lbs,Not Evaluated,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,,,Found in 61 countries
Egyptian Cobra (Egyptian Asp),Naja haje,Carnivore,Nocturnal+,10 years,3 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja haje,Found in 16 countries
Egyptian Goose,Alopochen aegyptiaca,Omnivore,Diurnal+,8 years,2.3 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca,Found in 32 countries
Egyptian Mau,Felis catus,Carnivore,Crepuscular+,13 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Egyptian Tortoise,Testudo kleinmanni,Herbivore,Matutinal+,35 years,0.6 lbs,Critically Endangered,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,Testudo kleinmanni,Found in 2 countries
Egyptian Vulture,Neophron percnopterus,Scavenger,Diurnal,15 years,2.4 lbs,Endangered,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,Neophron percnopterus,Found in 50 countries
Eider,Somateria,Carnivore,Diurnal+,12 years,3.2 lbs,Not Evaluated,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,,Found in 18 countries
Eland,Taurotragus oryx,Herbivore,Cathemeral+,18 years,942 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus,Taurotragus oryx,Found in 17 countries
Elasmosaurus,Elasmosaurus,Carnivore,Cathemeral+,25 years,5000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Plesiosauria,Elasmosauridae,Elasmosaurus,,Found in 1 country
Elasmotherium,Elasmotherium,Herbivore,Crepuscular+,35 years,4500 lbs,Extinct,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Elasmotherium,,Found in 3 countries
Electric Catfish,Malapteruridae,Carnivore,Nocturnal+,10 years,20 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Siluriformes,Malapteruridae,,,Found in 33 countries
Electric Eel,Electrophorus electricus,Carnivore,Nocturnal+,10 years,20 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Gymnotiformes,Electrophoridae,Electrophorus,electricus,Found in 4 countries
Elegant Tern,Thalasseus elegans,Piscivore,Diurnal+,12 years,0.309 lbs,Near Threatened,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus elegans,Found in 4 locations
Elephant,Elephantidae,Herbivore,Cathemeral+,55 years,7000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,,,Found in 50 countries
Elephant Beetle,Megasoma elephas,Herbivore,Nocturnal,1.5 years,0.05 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Megasoma,Megasoma elephas,Found in 11 countries
Elephant Bird,Aepyornithidae,Herbivore,Nocturnal+,45 years,730 lbs,Extinct,Animalia,Chordata,Aves,Aepyornithiformes,Aepyornithidae,,,Found in 1 country
Elephant Fish,Callorhinchus milii,Carnivore,Nocturnal+,10 years,3.4 lbs,Least Concern,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,milii,Found in 2 countries
Elephant Seal,Mirounga,Carnivore,Cathemeral,15 years,3700 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,,Found in 13 countries
Elephant Shrew,Macroscelidea,Insectivore,Diurnal+,2.5 years,0.75 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Macroscelidea,,,,Found in 20 countries
Elf Owl,Micrathene whitneyi,Insectivore,Nocturnal+,3 years,0.055 lbs,Least Concern,Animalia,Chordata,Aves,Strigiformes,Strigidae,Micrathene,Micrathene whitneyi,Found in 5 locations
Elk,Cervus canadensis,Herbivore,Crepuscular+,12 years,500 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis,Found in 23 locations
Ember Tetra,Hyphessobrycon amandae,Omnivore,Diurnal+,2 years,0.0005 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon amandae,Found in 1 country
Embolotherium,Embolotherium,Herbivore,Diurnal+,18 years,3500 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Perissodactyla,Brontotheriidae,Embolotherium,,Found in 2 countries
Emerald Toucanet,Aulacorhynchus prasinus,Omnivore,Diurnal,10 years,0.2 lbs,Least Concern,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus prasinus,Found in 14 locations
Emerald Tree Boa,Corallus caninus,Carnivore,Nocturnal+,12 years,3.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,caninus,Found in 8 countries
Emerald Tree Monitor,Varanus prasinus,Carnivore,Diurnal,9 years,0.45 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,prasinus,Found in 2 countries
Emperor Angelfish,Pomacanthus imperator,Omnivore,Diurnal+,15 years,1.5 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Pomacanthus imperator,Found in 38 countries
Emperor Goose,Anser canagicus,Omnivore,Diurnal+,8 years,3.2 lbs,Near Threatened,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser canagicus,Found in 2 locations
Emperor Penguin,Aptenodytes forsteri,Carnivore,Cathemeral+,20 years,45 lbs,Near Threatened,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri,Found in 1 country
Emperor Tamarin,Saguinus imperator,Omnivore,Diurnal,12 years,0.6 lbs,Least Concern,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,imperator,Found in 3 countries
Emu,Dromaius novaehollandiae,Omnivore,Diurnal+,15 years,60 lbs,Least Concern,Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae,Found in 1 country
Enchi Ball Python,Python regius,Carnivore,Nocturnal+,15 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Found in 1 country
English Angora Rabbit,Oryctolagus cuniculus (English Angora breed),Herbivore,Crepuscular+,2 years,3.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,Found in 1 country
English Bulldog,Canis lupus familiaris,Omnivore,Diurnal+,4 years,25 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
English Cocker Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,4 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
English Cream Golden Retriever,Canis lupus familiaris,Omnivore,Cathemeral+,11 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
English Crested Guinea Pig,Cavia porcellus,Herbivore,Crepuscular+,6 years,1.3 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,Found in 3 countries
English Foxhound,Canis lupus familiaris,Omnivore,Diurnal+,11.5 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
English Longhorn Cattle,Bos taurus,Herbivore,Diurnal+,18 years,1100 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Found in 1 country
English Pointer,Canis lupus familiaris,Omnivore,Diurnal+,13 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
English Setter,Canis lupus familiaris,Omnivore,Diurnal+,11 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
English Shepherd,Canis lupus familiaris,Omnivore,Diurnal+,12 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 4 states/provinces
English Springer Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,13 years,25 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
English Toy Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,3.6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Entlebucher Mountain Dog,Canis lupus familiaris,Omnivore,Diurnal+,3 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Epagneul Pont Audemer,Canis lupus familiaris,Omnivore,Diurnal+,5 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Epicyon haydeni,Epicyon haydeni,Scavenger,Crepuscular+,8 years,170 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Epicyon,haydeni,Found in 9 states/provinces
Epidexipteryx,Epidexipteryx,Insectivore,Diurnal+,6 years,0.25 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Saurischia,Scansoriopterygidae,Epidexipteryx,,Found in 1 country
Equatorial Spitting Cobra,Naja sumatrana,Carnivore,Nocturnal+,12 years,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sumatrana,Found in 5 countries
Equus giganteus,Equus scotti,Herbivore,Diurnal+,18 years,500 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,scotti,Found in 8 locations
Ermine,Mustela erminea,Carnivore,Cathemeral+,1.5 years,0.45 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Found in 76 locations
Eryops,Eryops,Carnivore,Crepuscular+,15 years,200 lbs,Not Evaluated,Animalia,Chordata,Amphibia,Temnospondyli,Eryopidae,Eryops,,Found in 1 country
Escolar,Lepidocybium flavobrunneum,Carnivore,Nocturnal+,10 years,45 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Scombriformes,Gempylidae,Lepidocybium,Lepidocybium flavobrunneum,
Eskimo Dog,Canis lupus familiaris,Omnivore,Diurnal+,12 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 5 states/provinces
Eskipoo,Canis lupus familiaris,Omnivore,Diurnal+,12 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Estrela Mountain Dog,Canis lupus familiaris,Omnivore,Cathemeral+,6 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Euoplocephalus,Euoplocephalus,Herbivore,Cathemeral+,3000 lbs,,,Animalia,Chordata,Reptilia,Ornithischia,Ankylosauridae,Euoplocephalus,,Found in 2 countries
Eurasian Beaver,Castor fiber,Herbivore,Nocturnal+,10 years,30 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor fiber,Found in 42 countries
Eurasian Bullfinch,Pyrrhula pyrrhula,Omnivore,Diurnal,2 years,0.027 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula pyrrhula,Found in 44 countries
Eurasian Collared Dove,Streptopelia decaocto,Granivore,Diurnal+,3 years,0.2 lbs,Least Concern,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,decaocto,Found in 18 countries
Eurasian Eagle-owl,Bubo bubo,Carnivore,Nocturnal+,12 years,4.2 lbs,Least Concern,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,bubo,Found in 62 countries
Eurasian Jay,Garrulus glandarius,Omnivore,Diurnal,3 years,0.19 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,glandarius,Found in 65 countries
Eurasian Lynx,Lynx lynx,Carnivore,Crepuscular+,11 years,38 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx,Found in 45 countries
Eurasian Nuthatch,Sitta europaea,Omnivore,Diurnal+,2.5 years,0.028 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta europaea,Found in 51 countries
Eurasian Sparrowhawk,Accipiter nisus,Carnivore,Diurnal+,2.5 years,0.342 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,Found in 114 countries
Eurasian Wolf,Canis lupus lupus,Carnivore,Cathemeral+,7 years,55 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 37 countries
Eurasier,Canis lupus familiaris,Omnivore,Diurnal+,13 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
European Bee-Eater,Merops apiaster,Insectivore,Diurnal+,4 years,0.078 lbs,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops apiaster,Found in 91 countries
European Corn Borer,Ostrinia nubilalis,Herbivore,Nocturnal+,60 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,Found in 40 countries
European Goldfinch,Carduelis carduelis,Omnivore,Diurnal,2 years,0.019 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis,Found in 59 countries
European Polecat,Mustela putorius,Carnivore,Nocturnal+,3.5 years,1.7 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Found in 32 countries
European Robin,Erithacus rubecula,Insectivore,Diurnal+,1.5 years,0.022 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,Erithacus rubecula,Found in 59 countries
European Starling,Sturnus vulgaris,Omnivore,Diurnal+,2 years,0.1 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,Found in 49 countries
European Wildcat,Felis silvestris silvestris,Carnivore,Nocturnal+,7 years,8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,Found in 25 countries
Eurypterus,Eurypterus,Carnivore,Cathemeral+,3 years,2 lbs,Not Evaluated,Animalia,Arthropoda,Merostomata,Eurypterina,Eurypteridae,Eurypterus,,Found in 6 countries
Evening Bat,Nycticeius humeralis,Insectivore,Crepuscular+,3 years,0.014 lbs,Least Concern,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nycticeius,humeralis,Found in 27 locations
Evening Grosbeak,Hesperiphona vespertina,Omnivore,Diurnal,6 years,0.075 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hesperiphona,Hesperiphona vespertina,Found in 46 locations
Executioner Wasp,Polistes carnifex,Insectivore,Diurnal,8 years,,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,carnifex,Found in 20 countries
Eyelash Viper,Bothriechis schlegelii,Carnivore,Nocturnal+,10 years,0.35 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,Bothriechis schlegelii,Found in 9 countries
