name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Newfoundland,Canis lupus familiaris,Omnivore,Cathemeral+,4 years,75 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Newfypoo,Canis lupus familiaris,Omnivore,Diurnal+,10 years,68 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Newt,Salamandridae,Carnivore,Nocturnal+,12 years,0.08 lbs,Not Evaluated,Animalia,Chordata,Amphibia,Caudata,Salamandridae,,,Found in 74 countries
Nguni Cattle,Bos taurus,Herbivore,Diurnal+,12 years,750 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Found in 4 countries
Nicobar pigeon,Caloenas nicobarica,Omnivore,Diurnal+,7 years,0.6 lbs,Near Threatened,Animalia,Chordata,Aves,Columbiformes,Columbidae,Caloenas,Caloenas nicobarica,Found in 10 countries
Nigerian Goat,Capra hircus,Herbivore,Diurnal+,8 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Found in 1 country
Night Adder,Causus rhombeatus,Carnivore,Nocturnal+,7 years,0.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Causus,Causus rhombeatus,Found in 14 countries
Night Heron,Nycticorax nycticorax,Piscivore,Crepuscular+,10 years,1.014 lbs,Least Concern,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax,Found in 99 locations
Night Snake,Hypsiglena,Carnivore,Nocturnal+,6 years,0.15 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,,Found in 2 countries
Nightingale,Luscinia megarhynchos,Insectivore,Diurnal+,2 years,0.027 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia megarhynchos,Found in 66 countries
Nightjar,Caprimulgidae,Insectivore,Nocturnal+,5 years,0.2 lbs,Not Evaluated,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,,,Found in 42 countries
Nile Crocodile,Crocodylus niloticus,Carnivore,Cathemeral+,50 years,750 lbs,Least Concern,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Found in 29 countries
Nile Monitor,Varanus niloticus,Carnivore,Diurnal+,10 years,20 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,niloticus,Found in 40 countries
Nile Perch,Lates niloticus,Piscivore,Cathemeral+,10 years,200 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates,Lates niloticus,Found in 18 countries
Nilgai,Boselaphus tragocamelus,Herbivore,Diurnal+,10 years,288 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,Boselaphus tragocamelus,Found in 3 countries
No See Ums,Ceratopogonidae,Omnivore,Crepuscular+,2 years,2.0E-6 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,Found in 31 countries
Norfolk Terrier,Canis lupus familiaris,Omnivore,Cathemeral+,14 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Norrbottenspets,Canis lupus familiaris,Omnivore,Diurnal+,13.5 years,15 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
North American Black Bear,Ursus americanus,Omnivore,Crepuscular+,18 years,270 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,Found in 57 locations
Northern Alligator Lizard,Elgaria coerulea,Insectivore,Diurnal+,6 years,0.009 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,Found in 4 states/provinces
Northern Bobwhite,Colinus virginianus,Omnivore,Diurnal+,1 years,0.244 lbs,Least Concern,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,virginianus,Found in 45 states/provinces
Northern Cardinal,Cardinalis cardinalis,Omnivore,Diurnal+,3 years,0.065 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Found in 51 locations
"Northern Flicker: Identification, Facts & Guide",Colaptes auratus,Myrmecophage,Diurnal+,3 years,0.16 lbs,Least Concern,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Found in 93 locations
Northern Fur Seal,Callorhinus ursinus,Carnivore,Cathemeral+,13 years,275 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,Found in 8 locations
Northern Harrier,Circus hudsonius,Carnivore,Diurnal+,4 years,0.75 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus hudsonius,Found in 78 locations
Northern Inuit Dog,Canis lupus familiaris,Omnivore,Diurnal+,13 years,48 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Northern Jacana,Jacana spinosa,Insectivore,Diurnal,0.16 lbs,,,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana,Jacana spinosa,Found in 12 countries
Northern Parula,Setophaga americana,Insectivore,Diurnal+,2 years,0.009 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,americana,Found in 53 locations
Northern Pintail,Anas acuta,Omnivore,Cathemeral+,3 years,1.36 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,Found in 57 locations
Northern Potoo,Nyctibius jamaicensis,Insectivore,Nocturnal+,0.23 lbs,,,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,jamaicensis,Found in 15 locations
Northern Screamer,Chauna chavaria,Herbivore,Diurnal+,15 years,4 lbs,Near Threatened,Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,chavaria,Found in 1 country
Northern Water Snake,Nerodia sipedon,Carnivore,Diurnal+,6 years,0.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia sipedon,Found in 33 states/provinces
Norway Rat,Rattus norvegicus,Omnivore,Nocturnal+,0.75 years,0.5 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Found in 2 countries
Norwegian Buhund,Canis lupus familiaris,Omnivore,Diurnal+,13 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Norwegian Elkhound,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,25 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Norwegian Forest Cat,Felis catus,Carnivore,Crepuscular+,15 years,9 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Norwegian Lundehund,Canis lupus familiaris,Omnivore,Diurnal+,13 years,8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Norwich Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Nose-Horned Viper,Vipera ammodytes,Carnivore,Diurnal+,10 years,0.35 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,ammodytes,Found in 15 countries
Nova Scotia Duck Tolling Retriever,Canis lupus familiaris,Omnivore,Diurnal+,5 years,23 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
Nubian Goat,Capra aegagrus hircus,Herbivore,Diurnal+,9 years,115 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Found in 1 country
Nudibranch,Nudibranchia,Carnivore,Diurnal+,12 years,1 lbs,Not Evaluated,Animalia,Mollusca,Gastropoda,Nudibranchia,,,,Found in 32 countries
Numbat,Myrmecobius fasciatus,Myrmecophage,Diurnal+,4 years,0.7 lbs,Endangered,Animalia,Chordata,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,Myrmecobius fasciatus,Found in 1 country
Nuralagus,Nuralagus,Herbivore,Diurnal+,8 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Nuralagus,,Found in 1 country
Nurse Shark,Ginglymostoma cirratum,Carnivore,Nocturnal+,25 years,110 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,Ginglymostoma cirratum,Found in 32 locations
Nut Weevil,Curculio,Granivore,Diurnal+,2 years,0.0002 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio,,Found in 63 countries
Nuthatch,Sittidae,Omnivore,Diurnal,3 years,0.04 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Sittidae,,,Found in 86 countries
Nutria,Myocastor coypus,Herbivore,Nocturnal+,3 years,17 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,Found in 6 countries
Nyala,Tragelaphus angasii,Herbivore,Crepuscular+,12 years,125 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,angasii,Found in 3 countries
