name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Kenyan Sand Boa,Eryx colubrinus,Carnivore,Nocturnal+,10 years,0.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Boidae,Eryx,Eryx colubrinus,Found in 10 countries
Kermode Bear (Spirit Bear),Ursus americanus kermodei,Omnivore,Crepuscular+,10 years,250 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,Found in 1 state/province
Kerry Blue Terrier,Canis lupus familiaris,Omnivore,Diurnal+,4 years,20 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Kestrel,Falco,Carnivore,Diurnal+,7 years,0.315 lbs,Least Concern,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,Found in 93 countries
Keta Salmon,Oncorhynchus keta,Carnivore,Cathemeral,4 years,15 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,Found in 11 locations
Key Deer,Odocoileus virginianus clavium,Herbivore,Crepuscular+,7 years,34 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Found in 1 state/province
Keyhole Cichlid,Cleithracara maronii,Omnivore,Diurnal,4.5 years,0.04 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cleithracara,Cleithracara maronii,Found in 3 countries
Khao Manee,Felis catus,Carnivore,Crepuscular+,11 years,5.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Khapra Beetle,Trogoderma granarium,Granivore,Nocturnal+,45 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Trogoderma,granarium,Found in 3 countries
Kiang,Equus kiang,Herbivore,Diurnal+,18 years,400 lbs,Least Concern,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus kiang,Found in 3 countries
Kiko Goat,Capra hircus,Herbivore,Diurnal+,7 years,135 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Found in 1 country
Killdeer,Charadrius vociferus,Insectivore,Diurnal+,3 years,0.121 lbs,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius vociferus,Found in 86 locations
Killer Clown Ball Python,Python regius,Carnivore,Crepuscular+,10 years,3.5 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Killer Whale,Orcinus orca,Carnivore,Cathemeral,55 years,11000 lbs,Data Deficient,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,Orcinus orca,
Killifish,Cyprinodontiformes,Omnivore,Diurnal+,1.5 years,0.12 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,,,,Found in 53 countries
Kinabalu Giant Red Leech,Mimobdella buettikoferi,Carnivore,Nocturnal+,4 years,,,Animalia,Annelida,Clitellata,Arhynchobdellida,Salifidae,Mimobdella,Mimobdella buettikoferi,Found in 1 country
Kinder Goat,Capra aegagrus hircus,Herbivore,Diurnal+,8 years,95 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus,Found in 1 country
King Cobra,Ophiophagus hannah,Carnivore,Diurnal+,15 years,12 lbs,Vulnerable,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,Found in 14 countries
King Crab,Lithodidae,Omnivore,Nocturnal+,15 years,12 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,,,Found in 21 countries
King Eider,Somateria spectabilis,Omnivore,Diurnal+,7 years,2.2 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,spectabilis,Found in 9 locations
King Mackerel,Scomberomorus cavalla,Piscivore,Diurnal+,7 years,45 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Scomberomorus,Scomberomorus cavalla,Found in 35 locations
King Penguin,Aptenodytes patagonicus,Piscivore,Cathemeral,20 years,17.3 lbs,Least Concern,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus,Found in 5 countries
King Quail,Synoicus chinensis,Omnivore,Crepuscular+,2 years,0.06 lbs,Least Concern,Animalia,Chordata,Aves,Galliformes,Phasianidae,Synoicus,Synoicus chinensis,Found in 18 countries
King Rat Snake,Elaphe carinata,Carnivore,Nocturnal+,10 years,3 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Elaphe carinata,Found in 4 countries
King Salmon,Oncorhynchus tshawytscha,Carnivore,Diurnal+,4 years,61 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,Found in 6 locations
"King Shepherd: Loyal, Gentle Giants with a Protective Heart",Canis lupus familiaris,Omnivore,Diurnal+,4 years,68 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 state/province
King Snake,Lampropeltis,Carnivore,Diurnal+,8 years,1.8 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,,Found in 13 countries
King Vulture,Sarcoramphus papa,Scavenger,Diurnal,20 years,4.5 lbs,Least Concern,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Sarcoramphus,Sarcoramphus papa,Found in 20 countries
Kingfisher,Alcedinidae,Carnivore,Diurnal+,7 years,0.45 lbs,Not Evaluated,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,,,Found in 64 countries
Kingklip,Genypterus capensis,Carnivore,Nocturnal+,15 years,8 lbs,Near Threatened,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,capensis,Found in 3 countries
Kinkajou,Potos flavus,Omnivore,Nocturnal+,15 years,4.6 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,Found in 23 locations
Kirtland’s Snake,Clonophis kirtlandii,Insectivore,Crepuscular+,4 years,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clonophis,Clonophis kirtlandii,Found in 7 states/provinces
Kishu,Canis lupus familiaris,Omnivore,Diurnal+,5 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Kissing Bugs,Reduviidae,Sanguivore,Nocturnal+,1.5 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,,,Found in 27 countries
Kissing Gourami,Helostoma temminckii,Omnivore,Diurnal+,7 years,,,Animalia,Chordata,Actinopterygii,Anabantiformes,Helostomatidae,Helostoma,temminckii,Found in 6 countries
Kit Fox,Vulpes macrotis,Omnivore,Nocturnal+,4 years,3 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes macrotis,Found in 7 locations
Kitefin Shark,Dalatias licha,Scavenger,Nocturnal,22 years,24 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,Dalatias,Dalatias licha,Found in 23 locations
Kiwi,Apteryx,Insectivore,Nocturnal+,25 years,3.5 lbs,Not Evaluated,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,,Found in 1 country
Klipspringer,Oreotragus oreotragus,Herbivore,Diurnal+,10 years,18 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,Oreotragus oreotragus,Found in 21 countries
Knifefish,Gymnotiformes,Carnivore,Nocturnal+,5 years,20 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Gymnotiformes,,,,Found in 19 countries
Knight Anole,Anolis equestris,Carnivore,Diurnal+,6 years,0.15 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis equestris,Found in 1 country
Koala,Phascolarctos cinereus,Folivore,Nocturnal+,12 years,15 lbs,Vulnerable,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Found in 1 country
Kodiak Bear,Ursus arctos middendorffi,Omnivore,Cathemeral+,20 years,680 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,Found in 1 state/province
Kodkod,Leopardus guigna,Carnivore,Nocturnal+,7 years,3 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,guigna,Found in 2 countries
Koi Fish,Cyprinus carpio,Omnivore,Diurnal+,20 years,20 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Found in 1 country
Kokanee Salmon,Oncorhynchus nerka,Carnivore,Cathemeral+,4 years,1.5 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Found in 8 locations
Komodo Dragon,Varanus komodoensis,Scavenger,Diurnal+,30 years,90 lbs,Endangered,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,komodoensis,Found in 1 country
Komondor,Canis lupus familiaris,Omnivore,Diurnal+,11 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Kooikerhondje,Canis lupus familiaris,Omnivore,Diurnal+,6 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Koolie,Canis lupus familiaris,Omnivore,Diurnal+,13 years,22 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Korean Jindo,Canis lupus familiaris,Omnivore,Diurnal+,5 years,27 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Kori Bustard,Ardeotis kori,Omnivore,Diurnal+,12 years,19 lbs,Near Threatened,Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis,Ardeotis kori,Found in 13 countries
Kouprey,Bos sauveli,Herbivore,Crepuscular+,20 years,900 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,sauveli,Found in 4 countries
Kowari,Dasyuroides byrnei,Carnivore,Nocturnal+,2 years,0.17 lbs,Near Threatened,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Found in 1 country
Krait,Bungarus,Carnivore,Nocturnal+,12 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,,Found in 16 countries
Krill,Euphausiacea,,Nocturnal+,3 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Euphausiacea,,,,
Kudu,Tragelaphus strepsiceros,Herbivore,Crepuscular+,10 years,270 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Found in 14 countries
Kudzu Bug,Megacopta cribraria,Herbivore,Diurnal,8 years,,,Animalia,Arthropoda,Insecta,Hemiptera,Plataspidae,Megacopta,cribraria,Found in 7 countries
Kuvasz,Canis lupus familiaris,Omnivore,Cathemeral+,11 years,62 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
